Scenario;Object Type;Object Name;Data Source;Category;Data Item;Statistic Type;Average;Minimum;Maximum;Half Width;Standard Deviation
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];Content;NumberOnLink;Average;0,260363539069394;0,260363539069394;0,260363539069394;4,18554080283684E-17;5,8513891142945E-17
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);1,30355054332371;1,30355054332371;1,30355054332371;1,56957780106382E-16;2,19427091786044E-16
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);1,30355054332398;1,30355054332398;1,30355054332398;0;0
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);1,30355054332334;1,30355054332334;1,30355054332334;0;0
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];Throughput;NumberEntered;Total;1439;1439;1439;0;0
Scenario1;Bridgepath;bridge_N1_LRP008A_LRP008B;[Travelers];Throughput;NumberExited;Total;1438;1438;1438;0;0
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];Content;NumberOnLink;Average;0,163199167466117;0,163199167466117;0,163199167466117;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,817338043323518;0,817338043323518;0,817338043323518;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,81733804332373;0,81733804332373;0,81733804332373;0;0
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,817338043323304;0,817338043323304;0,817338043323304;0;0
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];Throughput;NumberEntered;Total;1438;1438;1438;0;0
Scenario1;Bridgepath;bridge_N1_LRP012A_LRP012B;[Travelers];Throughput;NumberExited;Total;1437;1437;1437;0;0
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];Content;NumberOnLink;Average;0,195874497251765;0,195874497251765;0,195874497251765;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,982100543323612;0,982100543323613;0,982100543323613;1,56957780106382E-16;2,19427091786044E-16
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,982100543323838;0,982100543323838;0,982100543323838;0;0
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,982100543323412;0,982100543323412;0,982100543323412;0;0
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];Throughput;NumberEntered;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP016B_LRP016C;[Travelers];Throughput;NumberExited;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];Content;NumberOnLink;Average;0,161647337529486;0,161647337529486;0,161647337529486;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,81048804332333;0,81048804332333;0,81048804332333;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,810488043323545;0,810488043323545;0,810488043323545;0;0
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,810488043323119;0,810488043323119;0,810488043323119;0;0
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];Throughput;NumberEntered;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP017A_LRP017B;[Travelers];Throughput;NumberExited;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];Content;NumberOnLink;Average;0,163305219473955;0,163305219473955;0,163305219473955;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,818800543323453;0,818800543323453;0,818800543323453;0;0
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,818800543323555;0,818800543323555;0,818800543323555;0;0
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,818800543323395;0,818800543323395;0,818800543323395;0;0
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];Throughput;NumberEntered;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP017C_LRP017D;[Travelers];Throughput;NumberExited;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];Content;NumberOnLink;Average;0,167114608362874;0,167114608362874;0,167114608362874;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,8379005433236;0,8379005433236;0,8379005433236;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,837900543323826;0,837900543323826;0,837900543323826;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,8379005433234;0,8379005433234;0,8379005433234;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];Throughput;NumberEntered;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP018A_LRP018B;[Travelers];Throughput;NumberExited;Total;1436;1436;1436;0;0
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];Content;NumberOnLink;Average;0,179233103079107;0,179233103079107;0,179233103079107;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,899288043323741;0,899288043323741;0,899288043323741;0;0
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,89928804332402;0,89928804332402;0,89928804332402;0;0
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,899288043323381;0,899288043323381;0,899288043323381;0;0
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];Throughput;NumberEntered;Total;1435;1435;1435;0;0
Scenario1;Bridgepath;bridge_N1_LRP020B_LRP020C;[Travelers];Throughput;NumberExited;Total;1435;1435;1435;0;0
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];Content;NumberOnLink;Average;0,212462321828972;0,212462321828972;0,212462321828972;0;0
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);1,06601304332306;1,06601304332306;1,06601304332306;1,56957780106382E-16;2,19427091786044E-16
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);1,06601304332365;1,06601304332365;1,06601304332365;0;0
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);1,06601304332258;1,06601304332258;1,06601304332258;0;0
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];Throughput;NumberEntered;Total;1435;1435;1435;0;0
Scenario1;Bridgepath;bridge_N1_LRP022A_LRP022B;[Travelers];Throughput;NumberExited;Total;1435;1435;1435;0;0
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];Content;NumberOnLink;Average;0,186749413842937;0,186749413842937;0,186749413842937;0;0
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,937000543323447;0,937000543323447;0,937000543323447;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,93700054332345;0,93700054332345;0,93700054332345;0;0
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,937000543323396;0,937000543323396;0,937000543323396;0;0
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];Throughput;NumberEntered;Total;1435;1435;1435;0;0
Scenario1;Bridgepath;bridge_N1_LRP022C_LRP022D;[Travelers];Throughput;NumberExited;Total;1435;1435;1435;0;0
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];Content;NumberOnLink;Average;0,317719677580936;0,317719677580936;0,317719677580936;0;0
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);1,59578804332351;1,59578804332351;1,59578804332351;3,13915560212763E-16;4,38854183572088E-16
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);1,59578804332369;1,59578804332369;1,59578804332369;0;0
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);1,59578804332327;1,59578804332327;1,59578804332327;0;0
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];Throughput;NumberEntered;Total;1434;1434;1434;0;0
Scenario1;Bridgepath;bridge_N1_LRP028A_LRP028B;[Travelers];Throughput;NumberExited;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];Content;NumberOnLink;Average;0,16658884598369;0,16658884598369;0,16658884598369;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,837013043323496;0,837013043323496;0,837013043323496;1,56957780106382E-16;2,19427091786044E-16
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,837013043323509;0,837013043323509;0,837013043323509;0;0
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,837013043323402;0,837013043323402;0,837013043323402;0;0
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];Throughput;NumberEntered;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP029A_LRP029B;[Travelers];Throughput;NumberExited;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];Content;NumberOnLink;Average;0,165491705358726;0,165491705358726;0,165491705358726;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,831500543323676;0,831500543323676;0,831500543323676;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,831500543323784;0,831500543323784;0,831500543323784;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,831500543323358;0,831500543323358;0,831500543323358;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];Throughput;NumberEntered;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP030A_LRP030B;[Travelers];Throughput;NumberExited;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];Content;NumberOnLink;Average;0,165006575150398;0,165006575150398;0,165006575150398;0;0
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,829063043323701;0,829063043323701;0,829063043323701;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,82906304332397;0,82906304332397;0,82906304332397;0;0
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,82906304332333;0,82906304332333;0,82906304332333;0;0
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];Throughput;NumberEntered;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP030C_LRP030D;[Travelers];Throughput;NumberExited;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];Content;NumberOnLink;Average;0,165491705358703;0,165491705358703;0,165491705358703;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,831500543323562;0,831500543323562;0,831500543323562;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,831500543323784;0,831500543323784;0,831500543323784;0;0
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,831500543323358;0,831500543323358;0,831500543323358;0;0
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];Throughput;NumberEntered;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP031B_LRP031C;[Travelers];Throughput;NumberExited;Total;1433;1433;1433;0;0
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];Content;NumberOnLink;Average;0,175226191394378;0,175226191394378;0,175226191394378;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,881025543323687;0,881025543323687;0,881025543323687;0;0
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,881025543324085;0,881025543324085;0,881025543324085;0;0
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,881025543323233;0,881025543323233;0,881025543323233;0;0
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];Throughput;NumberEntered;Total;1432;1432;1432;0;0
Scenario1;Bridgepath;bridge_N1_LRP033A_LRP033B;[Travelers];Throughput;NumberExited;Total;1432;1432;1432;0;0
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];Content;NumberOnLink;Average;0,164364371949919;0,164364371949919;0,164364371949919;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,826413043323614;0,826413043323614;0,826413043323614;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,826413043323839;0,826413043323839;0,826413043323839;0;0
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,826413043323413;0,826413043323413;0,826413043323413;0;0
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];Throughput;NumberEntered;Total;1432;1432;1432;0;0
Scenario1;Bridgepath;bridge_N1_LRP035A_LRP035B;[Travelers];Throughput;NumberExited;Total;1432;1432;1432;0;0
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];Content;NumberOnLink;Average;0,162445936110549;0,162445936110549;0,162445936110549;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,817338043323518;0,817338043323518;0,817338043323518;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,81733804332373;0,81733804332373;0,81733804332373;0;0
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,817338043323304;0,817338043323304;0,817338043323304;0;0
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];Throughput;NumberEntered;Total;1431;1431;1431;0;0
Scenario1;Bridgepath;bridge_N1_LRP038D_LRP038E;[Travelers];Throughput;NumberExited;Total;1431;1431;1431;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];Content;NumberOnLink;Average;0,160035975965678;0,160035975965678;0,160035975965678;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,805775543323693;0,805775543323693;0,805775543323693;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,805775543323932;0,805775543323932;0,805775543323932;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,805775543323399;0,805775543323399;0,805775543323399;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];Throughput;NumberEntered;Total;1430;1430;1430;0;0
Scenario1;Bridgepath;bridge_N1_LRP042A_LRP042B;[Travelers];Throughput;NumberExited;Total;1430;1430;1430;0;0
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];Content;NumberOnLink;Average;0,161382833529112;0,161382833529112;0,161382833529112;0;0
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,813125543323725;0,813125543323725;0,813125543323725;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,813125543324134;0,813125543324134;0,813125543324134;0;0
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,813125543323281;0,813125543323281;0,813125543323281;0;0
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];Throughput;NumberEntered;Total;1429;1429;1429;0;0
Scenario1;Bridgepath;bridge_N1_LRP048A_LRP048B;[Travelers];Throughput;NumberExited;Total;1429;1429;1429;0;0
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];Content;NumberOnLink;Average;0,159427878592499;0,159427878592499;0,159427878592499;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,803838043323526;0,803838043323526;0,803838043323526;7,84788900531908E-17;1,09713545893022E-16
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,803838043323708;0,803838043323708;0,803838043323708;0;0
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,803838043323282;0,803838043323282;0,803838043323282;0;0
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];Throughput;NumberEntered;Total;1428;1428;1428;0;0
Scenario1;Bridgepath;bridge_N1_LRP050A_LRP050B;[Travelers];Throughput;NumberExited;Total;1428;1428;1428;0;0
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];Content;NumberOnLink;Average;0,165467694489268;0,165467694489268;0,165467694489268;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,834875543323568;0,834875543323568;0,834875543323568;0;0
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,83487554332379;0,83487554332379;0,83487554332379;0;0
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,834875543323363;0,834875543323363;0,834875543323363;0;0
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];Throughput;NumberEntered;Total;1427;1427;1427;0;0
Scenario1;Bridgepath;bridge_N1_LRP056A_LRP056B;[Travelers];Throughput;NumberExited;Total;1427;1427;1427;0;0
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];Content;NumberOnLink;Average;0,161429081340169;0,161429081340169;0,161429081340169;2,09277040141842E-17;2,92569455714725E-17
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];Content;NumberOnLink;Maximum;1;1;1;0;0
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];Content;NumberOnLink;Minimum;0;0;0;0;0
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];FlowTime;TimeOnLink;Average (Minutes);0,816788043323414;0,816788043323414;0,816788043323414;0;0
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];FlowTime;TimeOnLink;Maximum (Minutes);0,81678804332344;0,81678804332344;0,81678804332344;0;0
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];FlowTime;TimeOnLink;Minimum (Minutes);0,816788043323413;0,816788043323413;0,816788043323413;0;0
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];Throughput;NumberEntered;Total;1423;1423;1423;0;0
Scenario1;Bridgepath;bridge_N1_LRP072A_LRP072B;[Travelers];Throughput;NumberExited;Total;1423;1423;1423;0;0
