"PathName";"NumberVehicles";"SimulationTime";"AverageTruckWaitingTime";"AverageBusWaitingTime";"AveragePassengerVehicleWaitingTime";"TruckAverageNumberWaiting";"BusAverageNumberWaiting";"PassengerVehicleAverageNumberWaiting"
"bridge_N1_LRP232C_LRP232D";0;3.0;0.000145422535189788;0.000115715376614922;7.39336980535669e-05;0.00139438086852321;0.000454891236649472;0.00264578406277405
"N1_LRP232D_LRP234A";0;3.0;0.000145422535189788;0.000115715376614922;7.39336980535669e-05;0.0355689642018566;0.0118464190144273;0.0709949507294407
"bridge_N1_LRP234A_LRP234B";0;3.0;0.000145422535189786;0.000115715376615014;7.39336980536097e-05;0.00180980535988738;0.00124320618324729;0.00352071015693492
"N1_LRP234B_LRP246A";1;3.0;0.000145422535189788;0.000115715376615017;7.39336980536112e-05;0.515807166470998;0.368384178405469;1.08142996621475
"bridge_N1_LRP246A_LRP246B";0;3.0;0.000145422535189787;0.000115715376615031;7.39336980536482e-05;0.00313539221423257;0.00417182747609841;0.00607455656496536
"N1_LRP246B_LRP247A";2;3.0;0.0177692389002786;0.0140932254407148;0.0171745826242679;0.227686876183822;0.326729001275736;0.537179369431262
"bridge_N1_LRP247A_LRP247B";0;3.0;0.000145422535189788;0.000115715376615017;7.39336980536542e-05;0.00296626760556965;0.00543460935637437;0.00703238057396725
"N1_LRP247B_LRP248A";0;3.0;0.000145422535189788;0.000115715376615017;7.3933698053659e-05;0.0286512676055695;0.0539507204674855;0.0726718250184119
"bridge_N1_LRP248A_LRP248B";0;3.0;0.000145422535189788;0.000115715376615017;7.3933698053659e-05;0.00306751760556906;0.00562585935637359;0.00729113057396658
"N1_LRP248B_LRP248C";0;3.0;0.000145422535189788;0.000115715376615017;7.3933698053659e-05;0.00551439260556904;0.0102477343563735;0.0135442555739665
"bridge_N1_LRP248C_LRP248D";0;3.0;0.000145422535189788;0.000115715376615017;7.3933698053659e-05;0.00340626760556911;0.00626572046748479;0.00815682501841113
"N1_LRP248D_LRP250A";0;3.0;0.000145422535189788;0.000115715376615017;7.39336980536614e-05;0.115505017605569;0.218007803800819;0.294631408351745
"bridge_N1_LRP250A_LRP250B";0;3.0;0.000145422535189787;0.000115715376615045;7.39336980536544e-05;0.119100743348803;0.17114858451938;0.265451206808112
"N1_LRP250B_LRP265A";12;3.0;0.000145422535189788;0.000115715376615044;7.39336980536464e-05;2.33447842357681;3.29465205204595;5.18581053388371
"bridge_N1_LRP265A_LRP265B";1;3.0;0.000145422535189787;0.000115715376615043;7.39336980536491e-05;0.0093933088808998;0.0147445868671417;0.0198393992708212
"N1_LRP265B_LRP269A";4;3.0;0.000145422535189787;0.000115715376615043;7.39336980536437e-05;0.489814331876681;0.83418752548769;1.14750965443287
"bridge_N1_LRP269A_LRP269B";0;3.0;0.000145422535189786;0.000115715376615043;7.39336980536421e-05;0.00980379303583637;0.0161218090893633;0.0299476114094919
"N1_LRP269B_LRP272A";1;3.0;0.000145422535189787;0.000115715376615034;7.39336980536444e-05;0.509880598591392;0.841126325760846;1.6438318475206
"bridge_N1_LRP272A_LRP272B";0;3.0;0.000145422535189787;0.000115715376615034;7.39336980536444e-05;0.00316101525805872;0.00481608451938092;0.00850955585393717
"N1_LRP272B_LRP276B";4;3.0;0.000145422535189788;0.000115715376615025;7.39336980536405e-05;0.595405598591392;0.968101357453351;1.85872867820693
"bridge_N1_LRP276B_LRP276C";0;3.0;0.000145422535189788;0.000115715376615025;7.39336980536405e-05;0.00313962636916935;0.00464827661606398;0.0080838860447712
"N1_LRP276C_LRP277A";0;3.0;0.000145422535189788;0.000115715376615019;7.39336980536409e-05;0.0656058763691698;0.104026401616064;0.201161386044772
"bridge_N1_LRP277A_LRP277B";0;3.0;0.000145422535189788;0.000115715376615019;7.39336980536409e-05;0.00299907081361371;0.00442466550495257;0.00764944160032645
"N1_LRP277B_LRP279A";2;3.0;0.000145422535189788;0.000115715376615018;7.39336980536364e-05;0.364585121132472;0.597854526616065;1.16040662844539
"bridge_N1_LRP279A_LRP279B";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536384e-05;0.00834018192472494;0.0132910845193799;0.0344611479037336
"N1_LRP279B_LRP279C";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536364e-05;0.0414119874802803;0.0674085845193796;0.180277745125955
"bridge_N1_LRP279C_LRP279D";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536364e-05;0.00303879303583596;0.00461608451937977;0.0110868423481775
"N1_LRP279D_LRP286A";10;3.0;0.000145422535189788;0.000115715376615011;7.39336980536412e-05;0.890960555751521;1.54501452380233;4.21142589853426
"bridge_N1_LRP286A_LRP286B";1;3.0;0.000145422535189788;0.000115715376615011;7.39336980536424e-05;0.0290581621673133;0.051662135379415;0.138231914868308
"N1_LRP286B_LRP287A";0;3.0;0.000145422535189788;0.000115715376615011;7.39336980536424e-05;0.111018092722869;0.198327274268304;0.529549738840961
"bridge_N1_LRP287A_LRP287B";0;3.0;0.000145422535189788;0.000115715376615011;7.39336980536424e-05;0.00219691216731285;0.0035946353794139;0.00835355828540375
"N1_LRP287B_LRP290A";4;3.0;0.000145422535189788;0.000115715376615017;7.3933698053645e-05;0.280952558342152;0.521319586103795;1.40490267920184
"bridge_N1_LRP290A_LRP290B";0;3.0;0.000145422535189788;0.000115715376615017;7.3933698053645e-05;0.00561753521113853;0.00997203580943147;0.0256547552644793
"N1_LRP290B_LRP290C";0;3.0;0.000145422535189788;0.000115715376615021;7.3933698053645e-05;0.0282425352111384;0.0514512024760977;0.137522810820034
"bridge_N1_LRP290C_LRP290D";1;3.0;0.000145422535189788;0.000115715376615021;7.39336980536463e-05;0.00441253521113861;0.00776286914276486;0.0196779803608202
"N1_LRP290D_LRP298A";12;3.0;0.000145422535189788;0.000115715376615018;7.39336980536375e-05;0.89376611389479;1.73890413133001;4.64305563614781
"bridge_N1_LRP298A_LRP298B";0;3.0;0.000145422535189788;0.000115715376615018;7.39336980536375e-05;0.00332558685434566;0.00593840376614999;0.0150896044134659
"N1_LRP298B_LRP299A";0;3.0;0.000145422535189788;0.000115715376615018;7.39336980536375e-05;0.0797378090765675;0.149211320432816;0.406702243302353
"bridge_N1_LRP299A_LRP299B";0;3.0;0.000145422535189788;0.000115715376615018;7.39336980536375e-05;0.00466114240990123;0.00844257043281712;0.021934326635689
"N1_LRP299B_LRP308C";9;3.0;0.000145422535189788;0.00011571537661501;7.39336980536438e-05;0.894600727744566;1.80448821382634;4.87155941173537
"bridge_N1_LRP308C_LRP308D";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536442e-05;0.0158059712438812;0.0216431428180464;0.0329382565833782
"N1_LRP308D_LRP309B";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536442e-05;0.141127846243881;0.197093767818046;0.308646381583379
"bridge_N1_LRP309B_LRP309C";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536442e-05;0.00664520735499118;0.00881807337359922;0.012784576027819
"N1_LRP309C_LRP310A";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536442e-05;0.160949026799437;0.224843420595824;0.352252978805601
"bridge_N1_LRP310A_LRP310B";0;3.0;0.000145422535189787;0.000115715376615019;7.39336980536442e-05;0.00424624902165799;0.00545953170693273;0.00750686769448595
"N1_LRP310B_LRP313A";3;3.0;0.000145422535189787;0.000115715376615021;7.39336980536428e-05;0.724716387910548;1.00009208285636;1.57612388166629
"bridge_N1_LRP313A_LRP313B";0;3.0;0.000145422535189787;0.000115715376615021;7.39336980536428e-05;0.00664520735499096;0.00863811269250542;0.0124525091180054
"N1_LRP313B_LRP314B";3;3.0;0.000145422535189788;0.000115715376615028;7.39336980536443e-05;0.31035284624388;0.413676896702514;0.65983413448563
"bridge_N1_LRP314B_LRP314C";0;3.0;0.000145422535189788;0.000115715376615028;7.39336980536443e-05;0.00619312402165801;0.00768402466365167;0.0113306423297659
"N1_LRP314C_LRP325A";14;3.0;0.000145422535189788;0.000115715376615036;7.3933698053635e-05;2.47607815746693;3.17186924498418;5.07956429386811
"bridge_N1_LRP325A_LRP325B";0;3.0;0.000145422535189788;0.000115715376615036;7.3933698053635e-05;0.0153520109543724;0.0181067212581825;0.028228208023845
"N1_LRP325B_LRP329A";8;3.0;0.0554214803146063;0.0175698464989666;0.0281445284925734;0.914371401522391;1.07897624351743;1.76831990775389
"bridge_N1_LRP329A_LRP329B";0;3.0;0.000145422535189788;0.000115715376615026;7.39336980536328e-05;0.00429766040680718;0.0114238204328174;0.015041538317845
"N1_LRP329B_LRP331B";2;3.0;0.000145422535189788;0.000115715376615029;7.39336980536187e-05;0.198067243740141;0.529847222847904;0.722749591782605
"bridge_N1_LRP331B_LRP331C";0;3.0;0.000145422535189788;0.000115715376615029;7.39336980536187e-05;0.00149953540680681;0.00366615141838948;0.00449967152960321
"N1_LRP331C_LRP336A";3;3.0;0.000145422535189788;0.000115715376615025;7.39336980536059e-05;0.295027660406807;0.755294827574018;1.04375070700455
"bridge_N1_LRP336A_LRP336B";1;3.0;0.000145422535189788;0.000115715376615029;7.39336980536e-05;0.023960160406807;0.0587892042696966;0.0818659379531234
"N1_LRP336B_LRP340C";6;3.0;0.000145422535189788;0.000115715376615025;7.39336980535997e-05;0.325424239717701;0.846053217297831;1.1759104022845
"bridge_N1_LRP340C_LRP340D";0;3.0;0.000145422535189787;0.000115715376615026;7.39336980536241e-05;0.00620934272286829;0.00855643838953467;0.0184816518604223
"N1_LRP340D_LRP347A";9;3.0;0.0541130734185549;0.0892307479183668;0.0538874254640345;0.776361815609682;1.12620423040067;2.58649519194826
"bridge_N1_LRP347A_LRP347B";0;3.0;0.000145422535189788;0.000115715376615051;7.39336980536384e-05;0.00457154733952148;0.00357801878208452;0.0142997290119228
"N1_LRP347B_LRP349A";0;3.0;0.000145422535189788;0.000115715376615023;7.39336980536367e-05;0.118259047339522;0.0945280187820846;0.389468479011924
"bridge_N1_LRP349A_LRP349B";1;3.0;0.000145422535189788;0.000115715376615023;7.39336980536331e-05;0.0471632140061882;0.0376513521154179;0.150639282888369
"N1_LRP349B_LRP350A";0;3.0;0.000145422535189788;0.000115715376615023;7.39336980536331e-05;0.0302222417839661;0.0240985743376403;0.0959486261125731
"bridge_N1_LRP350A_LRP350B";0;3.0;0.000145422535189788;0.000115715376615023;7.39336980536331e-05;0.00455349178396603;0.00356357433764023;0.0138086261125729
"N1_LRP350B_LRP354A";0;3.0;0.000145422535189788;0.000115715376615047;7.39336980536253e-05;0.280270852895077;0.224137463226529;0.896104181668128
"bridge_N1_LRP354A_LRP354B";0;3.0;0.000145422535189788;0.000115715376615047;7.39336980536236e-05;0.00378335289507703;0.00294746322652898;0.0113441816681274
"N1_LRP354B_LRP362A";0;3.0;0.000145422535189788;0.000115715376615047;7.3933698053601e-05;0.510034741783966;0.40794857433764;1.63134862611257
"bridge_N1_LRP362A_LRP362B";0;3.0;0.000145422535189788;0.000115715376615047;7.3933698053601e-05;0.0037916862284102;0.00295412989319543;0.0113708483347931
"N1_LRP362B_LRP362C";0;3.0;0.000145422535189788;0.000115715376615019;7.3933698053601e-05;0.0502132140061883;0.040091352115418;0.159919737223684
"bridge_N1_LRP362C_LRP362D";0;3.0;0.000145422535189788;0.000115715376615019;7.3933698053601e-05;0.00350835289507708;0.00272746322652895;0.0104641816681273
"N1_LRP362D_LRP365C";2;3.0;0.000145422535189788;0.000115715376615033;7.39336980535854e-05;0.193352350028309;0.147539534301421;0.620217515001462
"bridge_N1_LRP365C_LRP365D";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535854e-05;0.00160626760556918;0.00118000254543486;0.00494862611257063
"N1_LRP365D_LRP373A";7;3.0;0.000145422535189788;0.000115715376615033;7.39336980535876e-05;0.44543564260557;0.346380627545435;1.34275666673584
"bridge_N1_LRP373A_LRP373B";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535876e-05;0.00402501760556939;0.0030612525454351;0.0105848641504466
"N1_LRP373B_LRP376C";4;3.0;0.000145422535189788;0.000115715376615052;7.39336980535904e-05;0.217093142605569;0.167240211120563;0.557062648555566
"bridge_N1_LRP376C_LRP376D";0;3.0;0.000145422535189788;0.000115715376615052;7.39336980535904e-05;0.00358064260556953;0.0023276807532302;0.00822843045239334
"N1_LRP376D_LRP379A";0;3.0;0.000145422535189788;0.000115715376615015;7.39336980535854e-05;0.13486939260557;0.0898535140865634;0.329156486007949
"bridge_N1_LRP379A_LRP379B";0;3.0;0.000145422535189788;0.000115715376615015;7.39336980535854e-05;0.00186564260556961;0.00118434741989685;0.00403620823017133
"N1_LRP379B_LRP383B";1;3.0;1.10475351897676e-05;0.000115715376615015;7.3933698053588e-05;0.264940017605569;0.176567264086563;0.634205728848808
"bridge_N1_LRP383B_LRP383C";0;3.0;0.000145422535189788;0.000115715376615015;7.3933698053588e-05;0.000839392605569422;0.000500180753230069;0.00145816088637526
"N1_LRP383C_LRP385B";1;3.0;0.000145422535189788;0.000115715376615015;7.3933698053591e-05;0.11218314260557;0.0747293474198969;0.255098010070658
"bridge_N1_LRP385B_LRP385C";0;3.0;0.000145422535189788;0.000115715376615015;7.3933698053591e-05;0.0089425176055693;0.00590226408656332;0.0193956690981349
"N1_LRP385C_LRP389C";1;3.0;0.000145422535189788;0.000115715376615015;7.39336980535942e-05;0.232045017605569;0.154637264086563;0.489954181096105
"bridge_N1_LRP389C_LRP389D";0;3.0;0.000145422535189787;0.00011571537661502;7.39336980536263e-05;0.00384446400618817;0.00262180810099056;0.0122609708001631
"N1_LRP389D_LRP392C";0;3.0;0.000145422535189786;0.000115715376615035;7.39336980536319e-05;0.20106668622841;0.140677363656546;0.682816526355718
"bridge_N1_LRP392C_LRP392D";0;3.0;0.000145422535189786;0.000115715376615035;7.39336980536319e-05;0.00136321400618815;0.000884933100990595;0.003824720800163
"N1_LRP392D_LRP393B";0;3.0;0.000145422535189786;0.000115715376615035;7.39336980536254e-05;0.0753021028950773;0.052642155323213;0.255216943022387
"bridge_N1_LRP393B_LRP393C";0;3.0;0.000145422535189786;0.000115715376615035;7.39336980536254e-05;0.00199168622841013;0.00132486365654601;0.00596152635571797
"N1_LRP393C_LRP399A";5;3.0;0.000145422535189788;0.000115715376615056;7.39336980536203e-05;0.352525072091377;0.24677016238496;1.2421951315812
"bridge_N1_LRP399A_LRP399B";0;3.0;0.000145422535189788;0.000115715376615056;7.39336980536203e-05;0.00198814260556945;0.0012660140865635;0.00610932876877657
"N1_LRP399B_LRP401A";0;3.0;0.000145422535189788;0.000115715376615052;7.39336980536194e-05;0.114634392605569;0.0763635140865635;0.394113078768777
"bridge_N1_LRP401A_LRP401B";0;3.0;0.000145422535189788;0.000115715376615052;7.39336980536194e-05;0.00247064260556928;0.00158768075323009;0.00777127321322021
"N1_LRP401B_LRP402A";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536194e-05;0.0558693926055692;0.0371868474198965;0.191700300990998
"bridge_N1_LRP402A_LRP402B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536194e-05;0.00369814260556963;0.00240601408656356;0.0119993287687774
"N1_LRP402B_LRP403A";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536194e-05;0.0584287676055696;0.0388930974198969;0.200515925990999
"bridge_N1_LRP403A_LRP403B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536194e-05;0.00170939260556944;0.00108018075323011;0.00514918987988796
"N1_LRP403B_LRP403D";1;3.0;0.000145422535189788;0.000115715376614978;7.39336980536224e-05;0.0470293926055696;0.0312935140865634;0.158399140104221
"bridge_N1_LRP403D_LRP403E";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536224e-05;0.00356564260556915;0.00231768075322971;0.0111705869805353
"N1_LRP403E_LRP405B";2;3.0;0.000145422535189788;0.000115715376614978;7.39336980536237e-05;0.118897356960358;0.0798335140865634;0.389674871523316
"bridge_N1_LRP405B_LRP405C";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536237e-05;0.00432779342717282;0.00318643075323;0.0149971924145186
"N1_LRP405C_LRP407B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536237e-05;0.076143904538284;0.0570485140865635;0.275330595192297
"bridge_N1_LRP407B_LRP407C";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536237e-05;0.00108057120495057;0.000751014086563306;0.00322601185896289
"N1_LRP407C_LRP409B";0;3.0;0.000145422535189788;0.000115715376614978;7.3933698053616e-05;0.104404460093839;0.0782439307532298;0.377775109081184
"bridge_N1_LRP409B_LRP409C";0;3.0;0.000145422535189788;0.000115715376614978;7.3933698053616e-05;0.00155446009383942;0.0011064307532298;0.0049438590811845
"N1_LRP409C_LRP410A";1;3.0;0.000145422535189788;0.000115715376614978;7.39336980536191e-05;0.0379677934271727;0.0284164307532298;0.135040579016954
"bridge_N1_LRP410A_LRP410B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536191e-05;0.00259112676050594;0.0018839307532297;0.00840171451516625
"N1_LRP410B_LRP410C";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536191e-05;0.0131411267605061;0.00979643075323011;0.0453267145151676
"bridge_N1_LRP410C_LRP410D";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536191e-05;0.00143112676050603;0.00101393075322977;0.00434171451516648
"N1_LRP410D_LRP411A";1;3.0;0.000145422535189788;0.000115715376614978;7.39336980536224e-05;0.0517772378716173;0.0387735140865635;0.176352592276186
"bridge_N1_LRP411A_LRP411B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980536224e-05;0.000853348982728485;0.000580597419896874;0.00223665328248344
"N1_LRP411B_LRP412B";1;3.0;1.70892018564114e-05;0.000115715376614978;7.3933698053626e-05;0.0581961267605063;0.0435876807532302;0.193227844395768
"bridge_N1_LRP412B_LRP412C";0;3.0;0.000145422535189788;0.000115715376614978;7.3933698053626e-05;0.000730015649395103;0.000488097419896842;0.00175298093868755
"N1_LRP412C_LRP412D";2;3.0;0.000145422535189788;0.000115715376614989;7.39336980536298e-05;0.0242616823160616;0.015674639593138;0.0776450788547513
"bridge_N1_LRP412D_LRP412E";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536298e-05;0.00120057120495074;0.00070084507213621;0.00315604470600302
"N1_LRP412E_LRP413B";3;3.0;0.000145422535189788;0.000115715376614989;7.39336980536317e-05;0.0538688878863116;0.0337855672943584;0.165861233526695
"bridge_N1_LRP413B_LRP413C";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536317e-05;0.00126376173704623;0.00100362284991403;0.0044831362510962
"N1_LRP413C_LRP421B";2;3.0;0.000145422535189788;0.000115715376614989;7.39336980536359e-05;0.302906678403713;0.252372720072136;1.16279758330251
"bridge_N1_LRP421B_LRP421C";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536359e-05;0.0017120950703795;0.00137723396102492;0.00575343045239307
"N1_LRP421C_LRP422B";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536359e-05;0.0481812617370461;0.0401015395165804;0.176140374896837
"bridge_N1_LRP422B_LRP422C";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536359e-05;0.0011658450703795;0.00092202562769154;0.00375051378572648
"N1_LRP422C_LRP424C";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536308e-05;0.0800537617370463;0.0666619561832472;0.293006208230171
"bridge_N1_LRP424C_LRP424D";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536308e-05;0.00213209507037959;0.001727233961025;0.00729343045239335
"N1_LRP424D_LRP425B";2;3.0;0.000145422535189788;0.000115715376614989;7.39336980536409e-05;0.0229720950703795;0.0190939006276916;0.0796062544828679
"bridge_N1_LRP425B_LRP425C";0;3.0;0.000145422535189788;0.000115715376614989;7.39336980536409e-05;0.00158084507037959;0.00126785896102499;0.00479289132035765
"N1_LRP425C_LRP427B";1;3.0;0.000145422535189788;0.000115715376615005;7.39336980536187e-05;0.102970011737046;0.0857241729896042;0.342756780209246
"bridge_N1_LRP427B_LRP427C";1;3.0;0.000145422535189788;0.000115715376615005;7.39336980536187e-05;0.000856261737046116;0.000535145211826515;0.00237761354257948
"N1_LRP427C_LRP428A";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536187e-05;0.0136741784037131;0.00907650939104232;0.0451040024314691
"bridge_N1_LRP428A_LRP428B";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536187e-05;0.00272251173704607;0.00177539827993104;0.00859844687591267
"N1_LRP428B_LRP429E";2;3.0;0.000145422535189788;0.000115715376615005;7.39336980536224e-05;0.0632137617370461;0.042102898279931;0.198557272209819
"bridge_N1_LRP429E_LRP429F";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536224e-05;0.00151001173704646;0.000967064946597892;0.00410110218832216
"N1_LRP429F_LRP430C";1;3.0;0.000145422535189788;0.000115715376615005;7.39336980536148e-05;0.0323808450703797;0.0215476205021534;0.092845402649502
"bridge_N1_LRP430C_LRP430D";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536148e-05;0.000895011737046018;0.000557064946597685;0.00213076317785884
"N1_LRP430D_LRP433F";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536148e-05;0.114755011737046;0.0764637316132645;0.324734096511193
"bridge_N1_LRP433F_LRP433G";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536148e-05;0.0034116784037127;0.00223484272437546;0.00926131873341452
"N1_LRP433G_LRP436B";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536148e-05;0.11937959507038;0.0795467871688201;0.337837082622304
"bridge_N1_LRP436B_LRP436C";0;3.0;0.000145422535189788;0.000115715376615005;7.39336980536148e-05;0.00162334507037972;0.00104262050215342;0.00419437428897096
"N1_LRP436C_LRP440D";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535821e-05;0.173552928403713;0.115662342724375;0.491328193733415
"bridge_N1_LRP440D_LRP440E";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535821e-05;0.000804595070379295;0.000496787168819808;0.00187458262230293
"N1_LRP440E_LRP441B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535821e-05;0.0442883450703793;0.0294859538354865;0.125078540955636
"bridge_N1_LRP441B_LRP441C";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535821e-05;0.0017079284037127;0.00109900939104205;0.00443402706674749
"N1_LRP441C_LRP443B";2;3.0;0.000145422535189788;0.000115715376614978;7.39336980535854e-05;0.0735900716536226;0.0571831760577091;0.23436770858699
"bridge_N1_LRP443B_LRP443C";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535854e-05;0.00155973200309423;0.00120817605770895;0.00460986861184172
"N1_LRP443C_LRP445A";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535854e-05;0.0518413292253164;0.0414334538354867;0.165510979722953
"bridge_N1_LRP445A_LRP445B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535854e-05;0.00131771811420508;0.00101456494659765;0.0038354241673965
"N1_LRP445B_LRP448A";2;3.0;0.000145422535189788;0.000115715376614978;7.39336980535933e-05;0.102092023669761;0.0816340093910421;0.306516193885071
"bridge_N1_LRP448A_LRP448B";0;3.0;0.000145422535189788;0.000115715376614978;7.39336980535933e-05;0.0017916764475386;0.00139373161326447;0.00468307947980584
"N1_LRP448B_LRP450A";1;3.0;0.000145422535189788;0.000115715376614996;7.39336980535933e-05;0.0830909820030941;0.0642018487304716;0.232321135035361
"bridge_N1_LRP450A_LRP450B";0;3.0;0.000145422535189788;0.000115715376614996;7.39336980535933e-05;0.00122987089198327;0.00070821537661514;0.00311002392425082
"N1_LRP450B_LRP452A";1;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.0409135514475383;0.0165833961972626;0.114224329479805
"bridge_N1_LRP452A_LRP452B";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.00161945422531606;0.0006279769177433;0.00420085725758283
"N1_LRP452B_LRP452D";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.0226892458919832;0.00905589358441006;0.0631962739242506
"bridge_N1_LRP452D_LRP452E";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.00128264866976102;0.000493254695521195;0.00325780170202853
"N1_LRP452E_LRP454B";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.0574732736697607;0.0229695046955211;0.160591551702028
"bridge_N1_LRP454B_LRP454C";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.00171980144753866;0.000668115806632249;0.00448182947980591
"N1_LRP454C_LRP455B";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.0434562597808719;0.0173626991399656;0.121343912813139
"bridge_N1_LRP455B_LRP455C";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.00142049589198316;0.000548393584410093;0.0036437739242506
"N1_LRP455C_LRP456E";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.0295823014475386;0.0118131158066323;0.0824968294798059
"bridge_N1_LRP456E_LRP456F";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535933e-05;0.00153056533642726;0.000592421362187734;0.00395196836869409
"N1_LRP456F_LRP457A";1;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0217399403364272;0.00867617136218775;0.0582335047684757
"bridge_N1_LRP457A_LRP457B";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.00193542644753841;0.00075436580663224;0.00472232380267649
"N1_LRP457B_LRP457C";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0183132042253162;0.00730547691774334;0.0473045460248986
"bridge_N1_LRP457C_LRP457D";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.000619454225316174;0.000227976917743344;0.00130079602489867
"N1_LRP457D_LRP458B";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0165527875586495;0.00660131025107669;0.0427274626915654
"bridge_N1_LRP458B_LRP458C";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0016066070030943;0.000622838028854507;0.0038673932471216
"N1_LRP458C_LRP459A";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0301809125586498;0.0120525602510767;0.0781605876915659
"bridge_N1_LRP459A_LRP459B";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0017000097808717;0.000660199139965512;0.00411024046934294
"N1_LRP459B_LRP460D";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0372444542253165;0.0148779769177434;0.0965257960248994
"bridge_N1_LRP460D_LRP460E";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.00147431533642724;0.000569921362187772;0.00352343491378745
"N1_LRP460E_LRP460G";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0094441070030938;0.0037578380288544;0.0242448932471205
"bridge_N1_LRP460G_LRP460H";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.00169132922531653;0.000656726917743396;0.00408767102489938
"N1_LRP460H_LRP461C";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.00984792644753855;0.00391936580663225;0.0252948238026767
"bridge_N1_LRP461C_LRP461D";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0013625097808719;0.000525199139965589;0.00323274046934345
"N1_LRP461D_LRP461H";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.0153732736697609;0.0061295046955212;0.0396607265804549
"bridge_N1_LRP461H_LRP461I";0;3.0;0.000145422535189788;0.000115715376615033;7.39336980535982e-05;0.000969454225316172;0.000367976917743299;0.00221079602489856
