"PathName";"NumberVehicles";"SimulationTime";"AverageTruckWaitingTime";"AverageBusWaitingTime";"AveragePassengerVehicleWaitingTime";"TruckAverageNumberWaiting";"BusAverageNumberWaiting";"PassengerVehicleAverageNumberWaiting"
"RoadPath1";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP008A_LRP008B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP008B_LRP012A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP012A_LRP012B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP012B_LRP016B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP016B_LRP016C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP016C_LRP017A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP017A_LRP017B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP017B_LRP017C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP017C_LRP017D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP017D_LRP018A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP018A_LRP018B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP018B_LRP020B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP020B_LRP020C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP020C_LRP022A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP022A_LRP022B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP022B_LRP022C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP022C_LRP022D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP022D_LRP028A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP028A_LRP028B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP028B_LRP029A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP029A_LRP029B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP029B_LRP030A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP030A_LRP030B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP030B_LRP030C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP030C_LRP030D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP030D_LRP031B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP031B_LRP031C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP031C_LRP033A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP033A_LRP033B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP033B_LRP035A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP035A_LRP035B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP035B_LRP038D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP038D_LRP038E";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP038E_LRP042A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP042A_LRP042B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP042B_LRP048A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP048A_LRP048B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP048B_LRP050A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP050A_LRP050B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP050B_LRP056A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP056A_LRP056B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP056B_LRP072A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP072A_LRP072B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP072B_LRP089A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP089A_LRP089B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP089B_LRP093A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP093A_LRP093B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP093B_LRP095A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP095A_LRP095B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP095B_LRP099A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP099A_LRP099B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP099B_LRP102A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP102A_LRP102B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP102B_LRP105A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP105A_LRP105B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP105B_LRP108A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP108A_LRP108B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP108B_LRP110A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP110A_LRP110B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP110B_LRP111A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP111A_LRP111B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP111B_LRP113A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP113A_LRP113B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP113B_LRP119B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP119B_LRP119C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP119C_LRP126A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP126A_LRP126B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP126B_LRP128A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP128A_LRP128B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP128B_LRP139B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP139B_LRP139C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP139C_LRP151A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP151A_LRP151B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP151B_LRP156A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP156A_LRP156B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP156B_LRP163A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP163A_LRP163B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP163B_LRP168A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP168A_LRP168B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP168B_LRP176A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP176A_LRP176B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP176B_LRP187A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP187A_LRP187B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP187B_LRP204C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP204C_LRP204D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP204D_LRP209A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP209A_LRP209B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP209B_LRP210A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP210A_LRP210B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP210B_LRP211B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP211B_LRP211C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP211C_LRP213A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP213A_LRP213B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP213B_LRP216A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP216A_LRP216B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP216B_LRP217A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP217A_LRP217B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP217B_LRP217D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP217D_LRP217E";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP217E_LRP218A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP218A_LRP218B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP218B_LRP218C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP218C_LRP218D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP218D_LRP219A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP219A_LRP219B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP219B_LRP221B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP221B_LRP221C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP221C_LRP224A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP224A_LRP224B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP224B_LRP226A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP226A_LRP226B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP226B_LRP227B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP227B_LRP227C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP227C_LRP229A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP229A_LRP229B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP229B_LRP231B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP231B_LRP231C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP231C_LRP232C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP232C_LRP232D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP232D_LRP234A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP234A_LRP234B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP234B_LRP246A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP246A_LRP246B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP246B_LRP247A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP247A_LRP247B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP247B_LRP248A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP248A_LRP248B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP248B_LRP248C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP248C_LRP248D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP248D_LRP250A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP250A_LRP250B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP250B_LRP265A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP265A_LRP265B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP265B_LRP269A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP269A_LRP269B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP269B_LRP272A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP272A_LRP272B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP272B_LRP276B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP276B_LRP276C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP276C_LRP277A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP277A_LRP277B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP277B_LRP279A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP279A_LRP279B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP279B_LRP279C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP279C_LRP279D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP279D_LRP286A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP286A_LRP286B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP286B_LRP287A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP287A_LRP287B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP287B_LRP290A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP290A_LRP290B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP290B_LRP290C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP290C_LRP290D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP290D_LRP298A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP298A_LRP298B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP298B_LRP299A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP299A_LRP299B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP299B_LRP308C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP308C_LRP308D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP308D_LRP309B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP309B_LRP309C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP309C_LRP310A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP310A_LRP310B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP310B_LRP313A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP313A_LRP313B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP313B_LRP314B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP314B_LRP314C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP314C_LRP325A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP325A_LRP325B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP325B_LRP329A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP329A_LRP329B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP329B_LRP331B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP331B_LRP331C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP331C_LRP336A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP336A_LRP336B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP336B_LRP340C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP340C_LRP340D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP340D_LRP347A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP347A_LRP347B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP347B_LRP349A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP349A_LRP349B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP349B_LRP350A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP350A_LRP350B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP350B_LRP354A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP354A_LRP354B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP354B_LRP362A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP362A_LRP362B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP362B_LRP362C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP362C_LRP362D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP362D_LRP365C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP365C_LRP365D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP365D_LRP373A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP373A_LRP373B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP373B_LRP376C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP376C_LRP376D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP376D_LRP379A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP379A_LRP379B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP379B_LRP383B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP383B_LRP383C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP383C_LRP385B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP385B_LRP385C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP385C_LRP389C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP389C_LRP389D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP389D_LRP392C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP392C_LRP392D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP392D_LRP393B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP393B_LRP393C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP393C_LRP399A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP399A_LRP399B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP399B_LRP401A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP401A_LRP401B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP401B_LRP402A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP402A_LRP402B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP402B_LRP403A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP403A_LRP403B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP403B_LRP403D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP403D_LRP403E";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP403E_LRP405B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP405B_LRP405C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP405C_LRP407B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP407B_LRP407C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP407C_LRP409B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP409B_LRP409C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP409C_LRP410A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP410A_LRP410B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP410B_LRP410C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP410C_LRP410D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP410D_LRP411A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP411A_LRP411B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP411B_LRP412B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP412B_LRP412C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP412C_LRP412D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP412D_LRP412E";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP412E_LRP413B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP413B_LRP413C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP413C_LRP421B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP421B_LRP421C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP421C_LRP422B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP422B_LRP422C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP422C_LRP424C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP424C_LRP424D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP424D_LRP425B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP425B_LRP425C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP425C_LRP427B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP427B_LRP427C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP427C_LRP428A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP428A_LRP428B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP428B_LRP429E";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP429E_LRP429F";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP429F_LRP430C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP430C_LRP430D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP430D_LRP433F";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP433F_LRP433G";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP433G_LRP436B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP436B_LRP436C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP436C_LRP440D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP440D_LRP440E";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP440E_LRP441B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP441B_LRP441C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP441C_LRP443B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP443B_LRP443C";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP443C_LRP445A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP445A_LRP445B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP445B_LRP448A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP448A_LRP448B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP448B_LRP450A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP450A_LRP450B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP450B_LRP452A";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP452A_LRP452B";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"N1_LRP452B_LRP452D";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
"bridge_N1_LRP452D_LRP452E";0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0
