road,km,type,lrp,name,length,category,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,63.098,Slab Culvert,LRP064a,MATIA BAZER,6,B,101163,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,63.098,8.4,1989,1,Comilla,Comilla,Comilla,Gouripur,23.50240778,90.94324189,interpolate
N1,63.538,Box Culvert,LRP064c,SONAPUR BOX CULVERT,3,A,101169,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,63.538,12.4,1992,1,Comilla,Comilla,Comilla,Gouripur,23.50135519,90.94738441,interpolate
N1,66.178,Slab Culvert,LRP067a,KARON KHAL SLAB CULVERT,4.6,B,101171,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,66.178,8.2,1987,1,Comilla,Comilla,Comilla,Gouripur,23.49589631,90.97157725,interpolate
N1,68.04,Box Culvert,LRP068a,MILL GHAT BOX CULVERT,4.5,A,101175,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,68.04,8.3,1991,1,Comilla,Comilla,Comilla,Gouripur,23.49327281,90.98872004,interpolate
N1,71.156,RCC Girder Bridge,LRP072a,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.1,C,101179,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,71.156,9.2,1986,3,Comilla,Comilla,Comilla,Gouripur,23.48688059,91.01756669,interpolate
N1,71.156,RCC Girder Bridge,LRP072a,Chandinan-Shahapara Bridge.,22.55,C,120395,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,71.156,9.2,1986,3,Comilla,Comilla,Comilla,Gouripur,23.48688059,91.01756669,interpolate
N1,74.279,Box Culvert,LRP075a,CORI PAI BOX CULVERT,4.6,B,101180,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,74.279,20,1999,1,Comilla,Comilla,Comilla,Gouripur,23.48178732,91.04633489,interpolate
N1,75.312,Box Culvert,LRP076a,COREPAI BOX CULVERT,4.6,B,101183,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,75.312,20,1991,1,Comilla,Comilla,Comilla,Gouripur,23.48174983,91.05635497,interpolate
N1,76.481,Slab Culvert,LRP077a,NIMSHAR SLAB CULVERT,1.5,A,101189,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,76.481,12.3,1999,1,Comilla,Comilla,Comilla,Gouripur,23.48061309,91.06740977,interpolate
N1,78.382,Slab Culvert,LRP079a,KABILA DUBARCHAR SLAB CULVERT,1,C,101191,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,78.382,12.3,1993,1,Comilla,Comilla,Comilla,Gouripur,23.47767229,91.08474064,interpolate
N1,80.949,Box Culvert,LRP081a,NAZIRA BOX CULVERT,3,B,101196,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,80.949,8.6,1988,1,Comilla,Comilla,Comilla,Gouripur,23.4781159,91.10703321,interpolate
N1,82.437,Box Culvert,LRP083a,TIPRA BAZAR BOX CULVERT,1.4,A,101200,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,82.437,12.2,1993,1,Comilla,Comilla,Comilla,Gouripur,23.47940839,91.12389208,interpolate
N1,82.989,Slab Culvert,LRP083b,AMTOLI SLAB CULVERT,2.9,A,101202,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,82.989,12,1985,1,Comilla,Comilla,Comilla,Comilla,23.47954492,91.12904714,interpolate
N1,87.713,RCC Girder Bridge,LRP088a,DHANPUR RCC GIDER BRIDGE,23.4,A,101205,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,87.713,9.2,1988,3,Comilla,Comilla,Comilla,Comilla,23.44363396,91.14936682,interpolate
N1,87.713,RCC Girder Bridge,LRP088a,Dhanpur Bridge,22.85,C,120396,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,87.713,9.2,1988,3,Comilla,Comilla,Comilla,Comilla,23.44363396,91.14936682,interpolate
N1,91.092,RCC Girder Bridge,LRP092a,Paduar Bazar Bridge,35.97,C,120398,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,91.092,,,,Comilla,Comilla,Comilla,Comilla,23.42124877,91.16789434,interpolate
N1,91.092,RCC Girder Bridge,LRP092a,PADUAR BAZER RCCGIDER,35.9,B,101209,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,91.092,9.2,1980,4,Comilla,Comilla,Comilla,Comilla,23.42124877,91.16789434,interpolate
N1,93.6,RCC Girder Bridge,LRP094a,Mostapur Bridge,27.35,C,120400,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,93.6,9.2,1990,3,Comilla,Comilla,Comilla,Comilla,23.41193242,91.19390298,interpolate
N1,93.6,RCC Girder Bridge,LRP094a,MOSTAPUR RCC GIDER BRIDGE,27.9,B,101213,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,93.6,9.2,1990,3,Comilla,Comilla,Comilla,Comilla,23.41193242,91.19390298,interpolate
N1,97.257,RCC Girder Bridge,LRP098a,RAZAPARA RCC GIDER BRIDGE,27.9,A,101218,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,97.257,9.2,1995,3,Comilla,Comilla,Comilla,Comilla,23.39765182,91.22342213,interpolate
N1,97.257,RCC Girder Bridge,LRP098a,Matigara Bridge,27.35,C,120401,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,97.257,9.2,1995,3,Comilla,Comilla,Comilla,Comilla,23.39765182,91.22342213,interpolate
N1,100.938,RCC Girder Bridge,LRP101a,Suagazi Bridge.,30.48,A,120403,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,100.938,,,,Comilla,Comilla,Comilla,Comilla,23.37136478,91.24501754,interpolate
N1,100.938,RCC Girder Bridge,LRP101a,SUAGAZI RCC GIDER BRIDGE,30.4,A,101220,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,100.938,9.2,1990,4,Comilla,Comilla,Comilla,Comilla,23.37136478,91.24501754,interpolate
N1,103.456,RCC Girder Bridge,LRP104a,LAL BAG RCC GIDER BRIDGE,22.8,C,101222,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,103.456,9.3,1984,3,Comilla,Comilla,Comilla,Comilla,23.35216368,91.25729107,interpolate
N1,103.456,RCC Girder Bridge,LRP104a,Lalbag Bridge.,22.88,C,120405,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,103.456,,,,Comilla,Comilla,Comilla,Comilla,23.35216368,91.25729107,interpolate
N1,104.753,Box Culvert,LRP105a,CHANSIRI BOXCUIVERT,14.3,A,101225,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,104.753,8.5,1974,3,Comilla,Comilla,Comilla,Comilla,23.34267147,91.26448564,interpolate
N1,106.519,Box Culvert,LRP107a,MIABAZAR BOX CULVERT,24,A,101227,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,106.519,10.4,1974,5,Comilla,Comilla,Comilla,Comilla,23.33014623,91.27487928,interpolate
N1,108.125,Box Culvert,LRP109a,NOYA BAZER BOX CULVERT,9.2,A,101230,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,108.125,11.5,1990,2,Comilla,Comilla,Comilla,Comilla,23.31806969,91.28308673,interpolate
N1,109.289,Box Culvert,LRP110a,DOLL BARI CULVERT,19.2,B,101130,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,109.289,8.6,1979,4,Comilla,Comilla,Comilla,Comilla,23.30836127,91.2865787,interpolate
N1,109.897,Slab Culvert,LRP110c,DHARMA PUR SLAB CULVERT,2.6,B,101131,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,109.897,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.30343065,91.28897704,interpolate
N1,110.551,Box Culvert,LRP111a,LALGORE BEZER CULVERT,3.2,A,101135,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,110.551,12.2,1986,1,Comilla,Comilla,Comilla,Comilla,23.29796753,91.29101414,interpolate
N1,111.509,Box Culvert,LRP112a,SUPUYA BOX CULVERT,13.4,A,101138,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,111.509,8.4,1986,3,Comilla,Comilla,Comilla,Comilla,23.28970664,91.29295847,interpolate
N1,112.469,Box Culvert,LRP113a,BOWCHI BAZAR CULVERT,4.6,B,101141,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,112.469,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.28219493,91.29666551,interpolate
N1,113.717,Box Culvert,LRP114a,AMAN GONG SLAB CULVERT,6.3,B,101146,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,113.717,12.2,1992,2,Comilla,Comilla,Comilla,Comilla,23.27301895,91.30296619,interpolate
N1,115.052,Box Culvert,LRP116a,RANGAMATIA (1) BOX CULVERT,3,B,101148,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,115.052,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.26183609,91.30702174,interpolate
N1,115.326,Slab Culvert,LRP116b,RANGOWATIA 2 CULVERT,3,B,101155,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,115.326,11.8,1984,1,Comilla,Comilla,Comilla,Comilla,23.25941665,91.3073611,interpolate
N1,115.525,Box Culvert,LRP116c,NOWA PARA BOX CULVERT,3.6,B,101161,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,115.525,12.2,1991,1,Comilla,Comilla,Comilla,Comilla,23.25764298,91.30761565,interpolate
N1,116.074,Box Culvert,LRP117a,HARISHARDE CULVERT,4.5,B,101168,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,116.074,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.25274634,91.30839264,interpolate
N1,117.087,Box Culvert,LRP118a,SONAGATI BOX CULVERT,2.5,B,101176,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,117.087,11.6,1992,1,Comilla,Comilla,Comilla,Comilla,23.24439151,91.31140323,interpolate
N1,117.269,Box Culvert,LRP118b,BALUJURI BOX CULVERT,19.2,B,101182,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,117.269,8.4,1988,4,Comilla,Comilla,Comilla,Comilla,23.24290406,91.31197395,interpolate
N1,117.627,Box Culvert,LRP118d,BALUZURI 2 CULVERT,2.6,A,101184,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,117.627,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.23979203,91.31257409,interpolate
N1,118.049,Box Culvert,LRP119a,KALIR BAZAR BOX CULVERT,2.5,A,101185,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,118.049,12.2,1990,1,Comilla,Comilla,Comilla,Comilla,23.23607595,91.3129902,interpolate
N1,118.856,Box Culvert,LRP119b,KALIA BAZER BOC CULVERT,3.1,B,101187,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,118.856,12.2,1988,1,Comilla,Comilla,Comilla,Comilla,23.22891959,91.31342207,interpolate
N1,119.19,Box Culvert,LRP120a,CHAUDDAGARAM BOX CULVERT,2.6,B,101190,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,119.19,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.22591845,91.31356972,interpolate
N1,119.628,Box Culvert,LRP120b,CHADDAGRAM BAZAR BOX CULVERT,6,A,101192,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,119.628,9.5,1984,1,Comilla,Comilla,Comilla,Comilla,23.2220339,91.31370059,interpolate
N1,120.634,Box Culvert,LRP121b,HAYDAR POLE BOX CULVERT,14.3,B,101195,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,120.634,11,1990,3,Comilla,Comilla,Comilla,Comilla,23.21319557,91.31534974,interpolate
N1,121.567,Box Culvert,LRP122a,FALGUNCORA CULVERT,6.1,A,101198,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,121.567,11.85,1984,1,Comilla,Comilla,Comilla,Comilla,23.20503863,91.31631673,interpolate
N1,122.603,Box Culvert,LRP123a,ATTOCK GRAM BOX CULVERT,6.1,A,101201,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,122.603,12,1984,1,Comilla,Comilla,Comilla,Comilla,23.1961888,91.31767051,interpolate
N1,123.681,Box Culvert,LRP124a,BOSONTA PUR BOX CULVERT,6.1,C,101203,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,123.681,10.9,1986,1,Comilla,Comilla,Comilla,Comilla,23.18743503,91.32090513,interpolate
N1,124.346,Box Culvert,LRP125a,BASHONTA PUR (2),9.5,B,101206,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,124.346,8,1978,2,Comilla,Comilla,Comilla,Comilla,23.18179581,91.32087875,interpolate
N1,125.41,Box Culvert,LRP126a,NANKORA BOX CULVERT,3.1,B,101211,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,125.41,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.17262723,91.32057746,interpolate
N1,126.448,Box Culvert,LRP127a,ANDAJER BAZER BOX CULVERT,9.5,A,101214,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,126.448,10.5,1992,2,Comilla,Comilla,Comilla,Comilla,23.16351387,91.32158895,interpolate
N1,127.673,Box Culvert,LRP128a,DIMATOLI (1) BOX CULVERT,6.3,B,101217,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,127.673,8.1,1984,1,Comilla,Comilla,Comilla,Comilla,23.15273649,91.32431788,interpolate
N1,128.767,Box Culvert,LRP129a,DIMATOLY (2) BOX CULVERT,3.5,B,101221,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,128.767,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.14366677,91.32666805,interpolate
N1,129.291,Box Culvert,LRP130a,JAGARNATHPUR BOX CULVERT,6.1,B,101223,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,129.291,12.1,1992,1,Comilla,Comilla,Comilla,Comilla,23.13898932,91.32635853,interpolate
N1,129.955,Box Culvert,LRP131a,JAGOT PUR BOX CULVERT,3,B,101224,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,129.955,12.2,1983,1,Comilla,Comilla,Comilla,Comilla,23.13326397,91.32754642,interpolate
N1,130.912,Box Culvert,LRP131b,HASO BOTHACH BOX CULVERT,6.5,A,101229,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,130.912,12.2,1984,1,Comilla,Comilla,Comilla,Comilla,23.12523636,91.33038637,interpolate
N1,131.577,Slab Culvert,LRP132a,FOKIR BAZAR SLAB CULVERT,4.5,B,101231,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,131.577,11.8,1972,1,Comilla,Comilla,Comilla,Comilla,23.11969738,91.33281651,interpolate
N1,132.079,Box Culvert,LRP133a,KAKKARA CULVERT,5.3,B,101157,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,132.079,12.1,1983,1,Comilla,Comilla,Comilla,Comilla,23.11582516,91.33509449,interpolate
N1,133.155,Box Culvert,LRP134a,Chanara Box Culvert,6.1,A,101167,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,133.155,9.5,1984,1,Comilla,Comilla,Comilla,Comilla,23.10742845,91.34004954,interpolate
N1,133.873,Box Culvert,LRP135a,CHANGARPULL(II) BOX CULVERT,3.1,B,101178,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,133.873,12.2,1988,1,Comilla,Comilla,Comilla,Comilla,23.10175632,91.343163,interpolate
N1,134.426,Box Culvert,LRP135b,ADONCORA,9.5,B,101181,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,134.426,10.8,1984,2,Comilla,Comilla,Comilla,Comilla,23.09735125,91.34549563,interpolate
N1,134.974,Box Culvert,LRP136a,PODOYA BOX CULVERT,3.1,A,101193,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,134.974,12.3,1984,1,Comilla,Comilla,Comilla,Comilla,23.09302984,91.34783084,interpolate
N1,135.723,Box Culvert,LRP136c,FOEALTPARA BOX CULVERT,9.25,B,101199,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,135.723,8.4,1975,2,Comilla,Comilla,Comilla,Comilla,23.08707537,91.35121015,interpolate
N1,136.375,Box Culvert,LRP137a,UTTOR KAIEATI CULVERT,3.5,A,101204,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,136.375,12.2,1994,1,Comilla,Comilla,Comilla,Comilla,23.08199095,91.35418115,interpolate
N1,136.899,Box Culvert,LRP137b,KOKALI BOX CULVERT,14.2,B,101207,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,136.899,8.1,1994,3,Comilla,Comilla,Comilla,Comilla,23.0779647,91.3566005,interpolate
N1,137.856,Box Culvert,LRP138a,DUTHOSHA BOX CULVERT,6.1,B,101212,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,137.856,9.6,1986,1,Comilla,Comilla,Comilla,Comilla,23.07019818,91.3603022,interpolate
N1,138.953,Box Culvert,LRP140a,MOHAMMAD ALI MAZAR,4,B,101219,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,138.953,12.1,1984,1,Comilla,Comilla,Comilla,Comilla,23.06074733,91.36186246,interpolate
N1,141.531,Box Culvert,LRP142a,FATAPUR BOX CULVERT,10.8,A,101226,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,141.531,15.9,1999,2,Comilla,Noakhali,Feni,Feni-1,23.03797281,91.36567847,interpolate
N1,142.793,Slab Culvert,LRP143a,DEBIPUR SLAB CULVERT,1.6,A,101228,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,142.793,12.5,1970,1,Comilla,Noakhali,Feni,Feni-1,23.02698012,91.36550048,interpolate
N1,144.939,Box Culvert,LRP145a,CHARIPUR CULVERT.,3.4,A,101232,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,144.939,13.8,1981,1,Comilla,Noakhali,Feni,Feni-1,23.01240484,91.37797961,interpolate
N1,147.296,Box Culvert,LRP148a,RAMPUR BOX CULVERT,1.5,A,101233,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,147.296,12.45,1970,1,Comilla,Noakhali,Feni,Feni-1,22.99924876,91.3957752,interpolate
N1,148.151,RCC Girder Bridge,LRP149a,RAMPUR BRIDGE,23.4,A,101234,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.151,12.4,1986,3,Comilla,Noakhali,Feni,Feni-1,22.99472808,91.40228949,interpolate
N1,148.151,RCC Girder Bridge,LRP149a,Rampur Bridge(L),22.86,B,121127,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.151,,,,Comilla,Noakhali,Feni,Feni-1,22.99472808,91.40228949,interpolate
N1,148.174,PC Girder Bridge,LRP149b,Rampur Bridge(R),22.15,A,121134,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.174,,,,Comilla,Noakhali,Feni,Feni-1,22.99459361,91.40245391,interpolate
N1,148.495,Box Culvert,LRP149c,.,1.9,A,117864,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.495,12.4,1999,1,Comilla,Noakhali,Feni,Feni-1,22.99271694,91.4047487,interpolate
N1,153.843,PC Girder Bridge,LRP155a,Lemua Bridge(L),98.87,C,121136,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,153.843,10.95,1982,3,Comilla,Noakhali,Feni,Feni-1,22.96144874,91.4429962,interpolate
N1,153.843,PC Girder Bridge,LRP155a,LAMUA BRIDGE,94.05,B,101235,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,153.843,11.1,1982,3,Comilla,Noakhali,Feni,Feni-1,22.96144874,91.4429962,interpolate
N1,158.031,Box Culvert,LRP159a,FAZAILPUR BOXCULVERT,1.5,A,101241,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,158.031,10.3,1984,1,Comilla,Noakhali,Feni,Feni-1,22.94860387,91.47949938,interpolate
N1,160.379,PC Girder Bridge,LRP161a,MUHURI BRIDGE,191.5,B,101246,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,160.379,11,1972,6,Comilla,Noakhali,Feni,Feni-1,22.94961261,91.5020669,interpolate
N1,160.379,PC Girder Bridge,LRP161a,Muhuri Bridge(L),193.22,B,121143,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,160.379,11.2,1972,6,Comilla,Noakhali,Feni,Feni-1,22.94961261,91.5020669,interpolate
N1,165.183,PC Girder Bridge,LRP166a,DumGhat Bridge(L),222.43,A,121146,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,165.183,11.12,1974,7,Comilla,Noakhali,Feni,Feni-1,22.91496471,91.52628954,interpolate
N1,165.183,PC Girder Bridge,LRP166a,DHOOM GHAT PC GIRDER,220.6,B,101258,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,165.183,11,1985,7,Comilla,Noakhali,Feni,Feni-1,22.91496471,91.52628954,interpolate
N1,165.825,Box Culvert,LRP166c,BUMGAT BOXCULVERT,6.1,A,101270,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,165.825,12.5,1988,2,Comilla,Noakhali,Feni,Feni-1,22.90971289,91.5289285,interpolate
N1,166.479,Slab Culvert,LRP167a,BOROYAR PARA SLUB CULVERT,3,A,101278,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,166.479,12.4,1999,1,Comilla,Noakhali,Feni,Feni-1,22.9042463,91.53162978,interpolate
N1,167.963,Box Culvert,LRP169a,BAROYARHAT BOX CULVERT,3,A,101236,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,167.963,12.5,1990,1,Comilla,Noakhali,Feni,Feni-1,22.8916386,91.5354719,interpolate
N1,169.933,Box Culvert,LRP171a,UTTOR SONAPAR BOX CULVERT,4.3,A,101239,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,169.933,12.5,1991,2,Comilla,Noakhali,Feni,Feni-1,22.87469869,91.54088366,interpolate
N1,170.174,Box Culvert,LRP171b,CHAIRMEN BARI BOX CULVERT,2,A,101240,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.174,10.3,1985,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.87272203,91.54159588,interpolate
N1,170.725,Box Culvert,LRP171c,MADDAM SONAPAR(1) BOX CULVERT,1.5,A,101242,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.725,12.5,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.86805637,91.54329633,interpolate
N1,171.554,Box Culvert,LRP172a,DHARBAR TILA CULVERT,4.3,A,101245,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.554,12.55,1996,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.86098769,91.54515517,interpolate
N1,171.728,Box Culvert,LRP172b,MADDUM SONAPHAR-3,2,A,101247,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.728,12.5,1985,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.85948479,91.54548,interpolate
N1,172.122,Box Culvert,LRP173a,MAMAFOUN ASTANA CULVERT,1.5,A,101243,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.122,12.5,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.85605657,91.54571887,interpolate
N1,172.23,Slab Culvert,LRP173b,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,101244,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.23,12.5,1993,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.85514753,91.54582218,interpolate
N1,172.969,Box Culvert,LRP174a,MASTANNAGOR BONCUL(1),8.5,A,101249,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.969,12.4,1996,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.84861728,91.54637061,interpolate
N1,173.35,Box Culvert,LRP174b,MUSTAU NOGAR(2),3,A,101251,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.35,12.5,1993,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.84539149,91.54746892,interpolate
N1,173.585,Box Culvert,LRP174c,MASTARI HAGOR 3 CULVERT,1.5,A,100547,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.585,12.5,1992,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.84345514,91.54814956,interpolate
N1,173.859,Box Culvert,LRP175a,MUSTAN NAGAR -4,3,A,100552,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.859,12.5,1992,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.84109433,91.5488097,interpolate
N1,174.804,Box Culvert,LRP175b,RAIPUR BOX CUL-1,3,A,100550,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,174.804,12.2,1993,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.83274677,91.5501035,interpolate
N1,175.013,Box Culvert,LRP176a,RAIPUR (2) BOX CULVERT,4.5,A,112534,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,175.013,12.2,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.83096134,91.55050285,interpolate
N1,175.785,Box Culvert,LRP176b,PURPU DURGAPURE BOX CUL,12.4,C,100553,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,175.785,12.5,1992,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.82437066,91.55269155,interpolate
N1,177.247,Box Culvert,LRP179a,MUCHIPOOL CULVERT,9.5,B,100555,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,177.247,12.3,1979,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.81156344,91.55625621,interpolate
N1,179.363,Box Culvert,LRP181a,MIRSARAI BOX CUL,4.5,A,100557,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,179.363,12.2,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.79418135,91.56296126,interpolate
