road,linkNo,name,start_lrp,start_offset,start_chainage,end_lrp,end_offset,end_chainage,length,heavyTruck,mediumTruck,smallTruck,largeBus,mediumBus,microBus,utility,car,autoRickshaw,motorcycle,bicycle,cycleRickshaw,cart,totalMotorized,totalNonMotorized,total
N7,N7-20,Palbari (Int.with N707)-Chanchra More (Int.with N706),LRP146,450.0,147.121,LRP150,570.0,151.261,4.14,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0
N7,N7-21,Chanchra More (Int.with N706) -Murail (Int.with N707),LRP150,570.0,151.261,LRP154,1130.0,155.578,4.317,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0
N7,N7-22,Murail (Int.with N707)  - Rajarhat R755,LRP154,1130.0,155.578,LRP156,600.0,157.078,1.5,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0
N7,N7-23,Rajarhat R755- Prembag (Int.with Z7049),LRP156,600.0,157.078,LRP170,650.0,171.168,14.09,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0
N7,N7-24,Prembag (Int.with Z7049) -Prembag  Int.with Z7048,LRP170,650.0,171.168,LRP171,376.0,171.894,0.726,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0
N7,N7-25,Prembag Int.with Z7048 -Phultala  Int.with Z7030,LRP171,376.0,171.894,LRP190,195.0,190.105,18.211,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0
N7,N7-26,Phultala Int.with Z7030 -Phultala (Int.with Z7043),LRP190,195.0,190.105,LRP190,555.0,190.465,0.36,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0
N7,N7-27,"Phultala (Int.with Z7043) - Afilgat, Fultala (Int.with N709)",LRP190,555.0,190.465,LRP195,186.0,195.154,4.689,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0
N7,N7-28,"Afilgat, Fultala (Int.with N709)-Fulbari Railgate (Int.with Z7040)",LRP195,186.0,195.154,LRP201,925.0,201.9,6.746,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0
N7,N7-29,Fulbari Railgate (Int.with Z7040) -Power house More (Int.with R760) (Left),LRP201,925.0,201.9,LRP210,349.0,210.364,8.464,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0
N7,N7-30,Power house More  (Int.with R760) -Rupsha Ghat Start,LRP210,349.0,210.364,LRP210,3685.0,213.7,3.336,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0
N7,N7-31,Rupsha Ghat End-Rupsha (Int.with R771),LRP210,3685.0,213.7,LRP210,4325.0,214.34,0.64,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0
N7,N7-32,Rupsha (Int.with R771) -Kudir battala (Int.with N709),LRP210,4325.0,214.34,LRP219,470.0,218.961,4.621,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0
N7,N7-33,Kudir battala (Int.with N709) - Katakhali (Int.with N805),LRP219,470.0,218.961,LRP223,715.0,223.226,4.265,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0
N7,N7-34,"Katakhali (Int.with N805) - End of Road, Digraj",LRP223,715.0,223.226,LRP250,74.0,249.665,26.439,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0
N701,N701-1,Int.with N7-Int.with N7,LRPS,0.0,0.0,LRPE,0.0,1.0,1.0,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0
N702,N702-1,Jessore (Daratana More)-Khajura(Int.with Z7057),LRPS,0.0,0.0,LRP015,374.0,14.364,14.364,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0
N702,N702-2,Khajura(Int.with Z7057)-Arpara (Int.with Z7021),LRP015,374.0,14.364,LRP030,1645.0,30.62,16.256,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0
N702,N702-3,Arpara(Int.with Z7021)-Magura (Vaina More),LRP030,1645.0,30.62,LRPE,0.0,43.75,13.13,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0
N703,N703-1,Bus Terminal-Int more N704,LRPS,0.0,0.0,LRP001,986.0,1.986,1.986,10.0,327.0,245.0,180.0,205.0,174.0,35.0,165.0,1625.0,1193.0,1064.0,837.0,0.0,4159.0,1901.0,6060.0
N703,N703-2,Int more N704-Int more R745,LRP001,986.0,1.986,LRP001,1070.0,2.07,0.084,10.0,327.0,245.0,180.0,205.0,174.0,35.0,165.0,1625.0,1193.0,1064.0,837.0,0.0,4159.0,1901.0,6060.0
N703,N703-3,Int with R745-Hamdah (Int with N712),LRP001,1070.0,2.07,LRPE,0.0,3.49,1.42,10.0,327.0,245.0,180.0,205.0,174.0,35.0,165.0,1625.0,1193.0,1064.0,837.0,0.0,4159.0,1901.0,6060.0
N704,N704-1,Jhenaidah(Bata More)-Arappur (Int.with N7),LRPS,0.0,0.0,LRPS,922.0,0.922,0.922,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-2,Arappur (Int.with N7)-Amtali (Int.with Z7404),LRPS,922.0,0.922,LRP004,542.0,4.462,3.54,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-3,Amtali (Int.with Z7404)-Shekhpara (Int.with Z7405),LRP004,542.0,4.462,LRP021,292.0,21.187,16.725,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-4,"Shekhpara(Int.with Z7405)-Bottoli More (Kushtia,Int.with R747)",LRP021,292.0,21.187,LRP041,344.0,41.222,20.035,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-5,"Bottoli More (Kushtia,Int.with R747)-Chowrhash More (Int.with R710)",LRP041,344.0,41.222,LRP043,572.0,43.43,2.208,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-6,"Chowrhash More (Int.with R710) -Trimohoni, Kushtia (Int.with R745)",LRP043,572.0,43.43,LRP050,280.0,50.038,6.608,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-7,"Trimohoni, Kushtia (Int.with R745)-Int.with Z7411 (Bheramara)",LRP050,280.0,50.038,LRP064,735.0,64.298,14.26,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-8,Int.with Z7411 (Bheramara)-Int.with Z7409 (Bheramara),LRP064,735.0,64.298,LRP067,52.0,66.675,2.377,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-9,Int.with Z7409 (Bheramara)-Ruppur(Int.with N705),LRP067,52.0,66.675,LRP074,772.0,74.274,7.599,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0
N704,N704-10,Ruppur(Int.with N705)- Dasuria (Int.with N705),LRP074,772.0,74.274,LRP081,695.0,81.193,6.919,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0
N704,N704-11,Ishwardi-Dasuria (Int.with N705) - Dasuria (Int.with N6),LRP081,695.0,81.193,LRPE,0.0,81.538,0.345,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0
N705,N705-1,Ruppur-Iswardi (Int.with Z6006),LRPS,0.0,0.0,LRP005,1410.0,5.04,5.04,18.0,311.0,237.0,3.0,3.0,36.0,23.0,53.0,1356.0,1190.0,960.0,442.0,0.0,3230.0,1402.0,4632.0
N705,N705-2,Iswardi (Int.with Z6006)-Dashiria (Int.with N704),LRP005,1410.0,5.04,LRPE,0.0,9.453,4.413,18.0,311.0,237.0,3.0,3.0,36.0,23.0,53.0,1356.0,1190.0,960.0,442.0,0.0,3230.0,1402.0,4632.0
N706,N706-1,Jessore (Daratana More)-Chanchra More (Int with  N7),LRPS,0.0,0.0,LRP002,820.0,2.83,2.83,186.0,959.0,687.0,401.0,439.0,283.0,125.0,282.0,2932.0,2713.0,2204.0,2188.0,0.0,9007.0,4392.0,13399.0
N706,N706-2,Chanchra More( Int with N7)-Navaron ( Int with R765),LRP002,820.0,2.83,LRP024,1880.0,26.0,23.17,157.0,1187.0,1063.0,439.0,523.0,338.0,148.0,236.0,736.0,411.0,317.0,152.0,0.0,5238.0,469.0,5707.0
N706,N706-3,Navaron ( Int With R765)- Benapole,LRP024,1880.0,26.0,LRP035,3058.0,38.2,12.2,157.0,1187.0,1063.0,439.0,523.0,338.0,148.0,236.0,736.0,411.0,317.0,152.0,0.0,5238.0,469.0,5707.0
N707,N707-1,Palbari-Daratana More(Int.with N702 and N706),LRPS,0.0,0.0,LRP002,998.0,2.228,2.228,114.0,1776.0,951.0,785.0,499.0,375.0,107.0,327.0,2084.0,2091.0,1884.0,1506.0,0.0,9109.0,3390.0,12499.0
N707,N707-2,Daratana More(Int.with N702 and N706)-Monihar(Int.with N806),LRP002,998.0,2.228,LRP002,2672.0,3.902,1.674,114.0,1776.0,951.0,785.0,499.0,375.0,107.0,327.0,2084.0,2091.0,1884.0,1506.0,0.0,9109.0,3390.0,12499.0
N707,N707-3,Monihar(Int.with N806)-Murail More(Int.with N7),LRP002,2672.0,3.902,LRPE,0.0,6.49,2.588,114.0,1776.0,951.0,785.0,499.0,375.0,107.0,327.0,2084.0,2091.0,1884.0,1506.0,0.0,9109.0,3390.0,12499.0
N708,N708-1,Palbari-Board Office (Int.with N702),LRPS,0.0,0.0,LRP003,163.0,2.513,2.513,41.0,222.0,187.0,165.0,156.0,264.0,60.0,336.0,753.0,1316.0,1043.0,1699.0,0.0,3500.0,2742.0,6242.0
N708,N708-2,Board Office (Int.with N702)-Monihar,LRP003,163.0,2.513,LRPE,0.0,4.75,2.237,41.0,222.0,187.0,165.0,156.0,264.0,60.0,336.0,753.0,1316.0,1043.0,1699.0,0.0,3500.0,2742.0,6242.0
N709,N709-1,Fultala- (Int.with R760),LRPS,0.0,0.0,LRP016,420.0,16.487,16.487,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0
N709,N709-2L,(Int.with R760) - Muhammed Nagar Chowrasta(Int.with Z7606) (Left),LRP016,420.0,16.487,LRP018,55.0,18.122,1.635,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0
N709,N709-2R,(Int.with R760) - Muhammed Nagar Chowrasta(Int.with Z7606)(Right),LRP016,420.0,16.487,LRP018,55.0,18.122,1.635,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0
N709,N709-3L,Muhammed Nagar Chowraasta(Int.with Z7606)-Kudir Bottala(Int.with N7) (Left),LRP018,55.0,18.122,LRP025,500.0,26.567,8.445,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0
N709,N709-3R,Muhammed Nagar Chowrasta(Int.with Z7606) - Kudir Bottala(Int.with N7) (Right),LRP018,55.0,18.122,LRP025,500.0,26.567,8.445,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0
N710,N710-1,Ferryghat-Dakbangla More,LRPS,0.0,0.0,LRP001,25.0,0.4,0.4,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0
N711,N711-1,Benapole East-Benapole West,LRPS,0.0,0.0,LRP003,730.0,3.58,3.58,89.0,2180.0,357.0,289.0,144.0,228.0,45.0,315.0,2778.0,2795.0,3072.0,1878.0,0.0,9220.0,4950.0,14170.0
N712,N712-1,Jhenaidaha bus terminal-Arappur (Int with N704),LRPS,0.0,0.0,LRP002,190.0,2.19,2.19,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0
N712,N712-2,Arappur (Int with N704) - Int with R745,LRP002,190.0,2.19,LRP002,1530.0,3.53,1.34,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0
N712,N712-3,Int with R745-Int with N703,LRP002,1530.0,3.53,LRP002,3150.0,5.15,1.62,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0
N712,N712-4,Int with N703-Alhera bus Stand,LRP002,3150.0,5.15,LRPE,0.0,6.15,1.0,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0
N713,N713-1,Bottoli- Intersection with R745,LRPS,0.0,0.0,LRPS,6600.0,6.6,6.6,89.0,2180.0,357.0,289.0,144.0,228.0,45.0,315.0,2778.0,2795.0,3072.0,1878.0,0.0,9220.0,4950.0,14170.0
N715,N715-1,Alipur(Int.with Z7602)-Bhomra,LRPS,0.0,0.0,LRP003,6200.0,9.225,9.225,89.0,2180.0,357.0,289.0,144.0,228.0,45.0,315.0,2778.0,2795.0,3072.0,1878.0,0.0,9220.0,4950.0,14170.0
N8,N8-1,Jatrabari-Jurain (int.with R810),LRPS,0.0,0.0,LRPS,1275.0,1.275,1.275,43.0,1387.0,2247.0,1342.0,3168.0,802.0,531.0,3028.0,5951.0,3124.0,1699.0,3551.0,0.0,21623.0,5250.0,26873.0
N8,N8-2,Jurain (int.with R810)-Postagola Bridge,LRPS,1275.0,1.275,LRPS,1733.0,1.733,0.458,52.0,692.0,482.0,1378.0,770.0,995.0,113.0,1406.0,6122.0,909.0,18.0,537.0,0.0,12919.0,555.0,13474.0
N8,N8-3,Postagola Bridge-Int. with N802,LRPS,1733.0,1.733,LRP004c,0.0,4.748,3.015,52.0,692.0,482.0,1378.0,770.0,995.0,113.0,1406.0,6122.0,909.0,18.0,537.0,0.0,12919.0,555.0,13474.0
N8,N8-4,Int. with N802- Baorvita (Int.with Z5069),LRP004c,0.0,4.748,LRP010,475.0,10.675,5.927,52.0,692.0,482.0,1378.0,770.0,995.0,113.0,1406.0,6122.0,909.0,18.0,537.0,0.0,12919.0,555.0,13474.0
N8,N8-5,Baorvita (Int.with Z5069)-Nimtali (Int.with Z8005),LRP010,475.0,10.675,LRP015,795.0,15.995,5.32,14.0,707.0,598.0,1117.0,804.0,388.0,201.0,688.0,2218.0,674.0,62.0,801.0,0.0,7409.0,863.0,8272.0
N8,N8-6,Nimtali (Int.with Z8005)-Int.with Z8203,LRP015,795.0,15.995,LRP018,250.0,18.45,2.455,22.0,562.0,312.0,992.0,538.0,450.0,246.0,1058.0,2756.0,947.0,130.0,1349.0,0.0,7883.0,1479.0,9362.0
N8,N8-7,Int.with Z8203-Int.with Z8003 (Hashara),LRP018,250.0,18.45,LRP018,652.0,18.852,0.402,19.0,613.0,480.0,885.0,434.0,463.0,93.0,681.0,1565.0,571.0,55.0,454.0,0.0,5804.0,509.0,6313.0
N8,N8-8,Int.with Z8003 (Hashara)-Srinagar(Int.with R820),LRP018,652.0,18.852,LRP025,20.0,25.22,6.368,13.0,529.0,432.0,984.0,489.0,547.0,71.0,659.0,1904.0,575.0,72.0,282.0,0.0,6203.0,354.0,6557.0
N8,N8-9,Srinagar (Int.with R820)-Mawa (Int. with R812),LRP025,20.0,25.22,LRP032,1519.0,33.719,8.499,13.0,529.0,432.0,984.0,489.0,547.0,71.0,659.0,1904.0,575.0,72.0,282.0,0.0,6203.0,354.0,6557.0
N8,N8-10,Mawa (Int.with R812)-Mawa ferryghat,LRP032,1519.0,33.719,LRP032,2650.0,34.85,1.131,13.0,529.0,432.0,984.0,489.0,547.0,71.0,659.0,1904.0,575.0,72.0,282.0,0.0,6203.0,354.0,6557.0
N8,N8-11,Mawa ferryghat (west)-Panchar  (int.with  Z8011),LRP032,2650.0,34.85,LRP048,260.0,48.46,13.61,15.0,1059.0,757.0,630.0,636.0,329.0,140.0,257.0,1209.0,1079.0,525.0,627.0,0.0,6111.0,1152.0,7263.0
N8,N8-12,Panchar  (int.with Z8011)-Tarail  (int.with Z7108),LRP048,260.0,48.46,LRP059,310.0,59.51,11.05,9.0,604.0,457.0,575.0,323.0,342.0,106.0,248.0,744.0,901.0,165.0,309.0,0.0,4309.0,474.0,4783.0
N8,N8-13,Tarail  (int.with  Z7108)-Bhanga (int.with N805 & N804),LRP059,310.0,59.51,LRP066,1795.0,67.995,8.485,12.0,1003.0,698.0,911.0,99.0,673.0,129.0,211.0,1570.0,957.0,392.0,218.0,0.0,6263.0,610.0,6873.0
N8,N8-14,Bhanga (int.with N805)-Baraitola  (int.with Z8021),LRP066,1795.0,67.995,LRP077,770.0,77.591,9.596,9.0,604.0,457.0,575.0,323.0,342.0,106.0,248.0,744.0,901.0,165.0,309.0,0.0,4309.0,474.0,4783.0
N8,N8-15,Baraitola (int.with Z8021)-Takerhat  (int.with R850),LRP077,770.0,77.591,LRP087,735.0,87.395,9.804,38.0,767.0,577.0,742.0,583.0,466.0,274.0,242.0,689.0,375.0,139.0,192.0,0.0,4753.0,331.0,5084.0
N8,N8-16,Takerhat (int.with  R850)-Mostofapur (int.with R860),LRP087,735.0,87.395,LRP102,1490.0,103.12,15.725,12.0,1003.0,698.0,911.0,99.0,673.0,129.0,211.0,1570.0,957.0,392.0,218.0,0.0,6263.0,610.0,6873.0
N8,N8-17,Mostofapur (int.with R860)-Int.with Z8603,LRP102,1490.0,103.12,LRP111,257.0,110.798,7.678,38.0,767.0,577.0,742.0,583.0,466.0,274.0,242.0,689.0,375.0,139.0,192.0,0.0,4753.0,331.0,5084.0
N8,N8-18,Int.with Z8603-Bhurghata (int.with Z8604),LRP111,257.0,110.798,LRP115,233.0,114.773,3.975,40.0,678.0,679.0,606.0,258.0,267.0,44.0,275.0,841.0,875.0,315.0,285.0,0.0,4563.0,600.0,5163.0
N8,N8-19,Bhurghata (int.with Z8604)-Gouranadi  (int.with Z8031),LRP115,233.0,114.773,LRP126,1015.0,126.635,11.862,40.0,678.0,679.0,606.0,258.0,267.0,44.0,275.0,841.0,875.0,315.0,285.0,0.0,4563.0,600.0,5163.0
N8,N8-20,Gouranadi (int.with Z8031)-Shikerpur  (int.with Z8038),LRP126,1015.0,126.635,LRP144,465.0,144.255,17.62,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0
N8,N8-21,Shikerpur(int.with Z8038)-Rahamatpur (int.with Z8034),LRP144,465.0,144.255,LRP151,495.0,151.04,6.785,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0
N8,N8-22,Rahamatpur (int.with Z8034)-Gariarpar (int.with Z8033),LRP151,495.0,151.04,LRP156,485.0,156.04,5.0,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0
N8,N8-23,Gariarpar (int.with Z8033)-Barisal (Int.with Z8037),LRP156,485.0,156.04,LRP161,2080.0,162.685,6.645,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0
N8,N8-24,Barisal (Int.with Z8037)-Barisal Medical More(int.with N809),LRP161,2080.0,162.685,LRP165,40.0,164.485,1.8,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0
N8,N8-25,Barisal Medical More (int.with N809) -Barisal (Rupatali Bus Stand)  R870,LRP165,40.0,164.485,LRP166,270.0,165.725,1.24,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0
N8,N8-26,Barisal (Rupatali Bus Stand) R870-Barisal University (Int.with N801),LRP166,270.0,165.725,LRP169d,0.0,169.148,3.423,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0
N8,N8-27,Barisal University (Int.with N801-Dapdapia Ferryghat (North End) Int. with Z8056,LRP169d,0.0,169.148,LRP173,475.0,173.095,3.947,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0
N8,N8-28,"Dapdapia Ferryghat (North End) Int. with Z8056-
Bakerkathi (Int.with Z8047)",LRP173,475.0,173.095,LRP176,660.0,176.68,3.585,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0
N8,N8-29,Bakerkathi (Int.with Z8047)  -Bakerganj (Int.with Z8810 ),LRP176,660.0,176.68,LRP183,1012.0,184.062,7.382,37.0,341.0,596.0,301.0,570.0,235.0,129.0,222.0,991.0,827.0,579.0,475.0,0.0,4249.0,1054.0,5303.0
N8,N8-30,Bakerganj (Int.with Z8810) -Lebukhali (Int. with Z8806),LRP183,1012.0,184.062,LRP194,90.0,194.127,10.065,6.0,199.0,242.0,175.0,296.0,60.0,35.0,58.0,732.0,730.0,83.0,119.0,0.0,2533.0,202.0,2735.0
N8,N8-31,Lebukhali (Int. with Z8806)-End of N8,LRP194,90.0,194.127,LRP205,300.0,205.127,11.0,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0
N801,N801-1,Barisal University(Int.with N8)-Int.with N809,LRPS,0.0,0.0,LRP006,19.0,4.825,4.825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N802,N802-1,Start of 2nd Buriganga Bridge-Kadamtoli (Int.with R820),LRPS,0.0,0.0,LRPS,1480.0,1.48,1.48,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0
N802,N802-2,Kadamtoli (Int.with R820)-Int.with N8,LRPS,1480.0,1.48,LRPE,0.0,4.552,3.072,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0
N803,N803-1L,"Alipur-Tapakhola, int.with Z8402 (Left)",LRPS,0.0,0.0,LRPS,2450.0,2.45,2.45,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0
N803,N803-1R,"Alipur-Tapakhola, int.with Z8402 (Right)",LRPS,0.0,0.0,LRPS,2450.0,2.45,2.45,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0
N803,N803-2,"Tapakhola, int.with Z8402- (Int.with Z7108)",LRPS,2450.0,2.45,LRPS,4550.0,4.55,2.1,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0
N803,N803-3,(Int.with Z7108)-SS Ghat,LRPS,4550.0,4.55,LRPE,0.0,6.13,1.58,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0
N804,N804-1,Bhanga-Pukuria (Int. with Z8401),LRPS,0.0,0.0,LRP006,826.0,5.826,5.826,81.0,672.0,769.0,365.0,441.0,136.0,58.0,119.0,1030.0,684.0,382.0,367.0,0.0,4355.0,749.0,5104.0
N804,N804-2,Pukuria(Int. with Z8401)-Talma (Int. with Z8404),LRP006,826.0,5.826,LRP017,897.0,16.797,10.971,81.0,672.0,769.0,365.0,441.0,136.0,58.0,119.0,1030.0,684.0,382.0,367.0,0.0,4355.0,749.0,5104.0
N804,N804-3,Talma (Int. with Z8404) -Munshipara (Int. with N808),LRP017,897.0,16.797,LRP026,270.0,25.348,8.551,133.0,855.0,464.0,423.0,379.0,366.0,84.0,217.0,2244.0,1759.0,277.0,491.0,0.0,6924.0,768.0,7692.0
N804,N804-4,Munshipara (Int. with N808) -Faridpur (Alipur) Int. with N803,LRP026,270.0,25.348,LRP026,4682.0,29.76,4.412,133.0,855.0,464.0,423.0,379.0,366.0,84.0,217.0,2244.0,1759.0,277.0,491.0,0.0,6924.0,768.0,7692.0
N804,N804-5,Faridpur (Alipur) Int. with N803-Faridpur (Goalchamot) Int. with N7,LRP026,4682.0,29.76,LRPE,0.0,32.063,2.303,0.0,68.0,133.0,20.0,84.0,25.0,47.0,81.0,1154.0,1032.0,516.0,1025.0,9.0,2644.0,1550.0,4194.0
N805,N805-1,Bhanga-Kalier More (Int.with Z8067),LRPS,0.0,0.0,LRP005,360.0,5.02,5.02,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0
N805,N805-2,Kalier More (Int.with Z8067)-Muksudpur(Int.with Z8021),LRP005,360.0,5.02,LRP018,405.0,18.215,13.195,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0
N805,N805-3,Muksudpur(Int.with Z8021)-Garakhola (Int.with Z8023),LRP018,405.0,18.215,LRP024,750.0,24.59,6.375,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0
