,road,LRPName,chainage,heavyTruck,mediumTruck,smallTruck,largeBus,mediumBus,microBus,utility,car,autoRickshaw,motorcycle,bicycle,cycleRickshaw,cart,totalMotorized,totalNonMotorized,total
39,N1,LRP250a,254.333,0.041015625,2.158203125,1.578125,1.75390625,1.212890625,1.927734375,0.37890625,1.35546875,5.84765625,1.134765625,0.431640625,0.83203125,0.0,17.388671875,1.263671875,18.65234375
40,N1,LRP257a,262.116,0.05859375,2.158203125,1.578125,1.94140625,1.28515625,2.896484375,0.595703125,1.35546875,6.103515625,1.134765625,0.431640625,0.83203125,0.013671875,18.869140625,1.263671875,19.755859375
41,N1,LRP264c,269.199,0.046875,2.306640625,1.72265625,1.56640625,1.248046875,2.552734375,0.3828125,1.640625,7.94921875,1.77734375,1.599609375,6.1640625,0.0,21.193359375,7.763671875,28.95703125
42,N1,LRP269a,273.008,0.046875,2.306640625,1.72265625,1.56640625,1.248046875,2.552734375,0.3828125,1.640625,7.94921875,1.77734375,1.599609375,6.1640625,0.0,21.193359375,7.763671875,28.95703125
43,N1,LRP276a,280.299,0.046875,2.306640625,2.416015625,1.84375,1.248046875,2.552734375,0.3828125,1.640625,12.705078125,1.77734375,1.599609375,6.1640625,0.0,24.763671875,7.763671875,28.95703125
44,N1,LRP283a,286.631,0.044921875,1.53515625,2.416015625,1.84375,0.1796875,2.474609375,0.212890625,1.583984375,12.705078125,1.767578125,0.4296875,1.646484375,0.0,24.763671875,2.076171875,26.83984375
45,N1,LRP288a,292.426,0.044921875,1.53515625,2.416015625,1.84375,0.1796875,2.474609375,0.212890625,1.583984375,12.705078125,1.767578125,0.4296875,1.646484375,0.0,24.763671875,2.076171875,26.83984375
46,N1,LRP292b,296.135,0.044921875,1.53515625,2.416015625,1.84375,0.1796875,2.474609375,0.212890625,1.583984375,12.705078125,1.767578125,0.4296875,1.646484375,0.0,24.763671875,2.076171875,26.83984375
47,N1,LRP295b,299.434,0.08203125,4.6171875,2.416015625,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,12.705078125,1.767578125,1.25390625,1.646484375,0.0,24.763671875,2.67578125,26.83984375
48,N1,LRP300a,303.782,0.08203125,4.6171875,2.373046875,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,3.2578125,1.521484375,1.25390625,1.421875,0.0,21.978515625,2.67578125,24.654296875
49,N1,LRP302c,305.794,0.08203125,4.6171875,2.373046875,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,3.2578125,1.521484375,1.25390625,1.421875,0.0,21.978515625,2.67578125,24.654296875
50,N1,LRP306a,309.355,0.08203125,4.6171875,2.373046875,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,3.2578125,1.521484375,1.25390625,1.421875,0.0,21.978515625,2.67578125,24.654296875
51,N1,LRP309b,312.609,0.08203125,4.6171875,2.373046875,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,3.2578125,1.521484375,1.25390625,1.421875,0.0,21.978515625,2.67578125,24.654296875
52,N1,LRP314a,318.11,0.08203125,4.6171875,2.373046875,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,3.2578125,1.521484375,1.25390625,1.421875,0.0,21.978515625,2.67578125,24.654296875
53,N1,LRP319a,322.5,0.08203125,4.6171875,2.373046875,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,3.2578125,1.521484375,1.25390625,1.421875,0.0,21.978515625,2.67578125,24.654296875
54,N1,LRP322a,325.49,0.0859375,4.6171875,2.373046875,1.982421875,1.537109375,3.955078125,0.673828125,1.978515625,3.2578125,1.521484375,1.25390625,1.421875,0.0,21.978515625,2.67578125,24.654296875
55,N1,LRP328a,331.259,0.0859375,1.51171875,0.486328125,1.462890625,0.28125,2.06640625,0.39453125,1.291015625,2.212890625,1.078125,0.455078125,0.521484375,0.0,10.87109375,0.9765625,11.84765625
56,N1,LRP335a,338.859,0.076171875,1.970703125,1.072265625,1.53125,0.46484375,1.98828125,0.322265625,0.62109375,4.904296875,2.818359375,0.8359375,8.169921875,0.0,15.76953125,9.005859375,24.775390625
57,N1,LRP342a,345.592,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
58,N1,LRP348a,351.628,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
59,N1,LRP352a,356.261,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
60,N1,LRP357c,360.551,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
61,N1,LRP359b,362.889,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
62,N1,LRP364d,368.129,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
63,N1,LRP369b,372.782,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
64,N1,LRP371c,375.035,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
