,road,LRPName,condition,chainage,nrLanes,heavyTruck,mediumTruck,smallTruck,largeBus,mediumBus,microBus,utility,car,autoRickshaw,motorcycle,bicycle,cycleRickshaw,cart,totalMotorized,totalNonMotorized,total
108,N1,LRP126a,B,125.41,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
109,N1,LRP127a,A,126.448,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
110,N1,LRP128a,B,127.673,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
111,N1,LRP129a,B,128.767,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
112,N1,LRP130a,B,129.291,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
113,N1,LRP131a,B,129.955,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
114,N1,LRP131b,A,130.912,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
115,N1,LRP132a,B,131.577,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
116,N1,LRP133a,B,132.079,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
117,N1,LRP134a,A,133.155,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
118,N1,LRP135a,B,133.873,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
119,N1,LRP135b,B,134.426,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
120,N1,LRP136a,A,134.974,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
121,N1,LRP136c,B,135.723,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
122,N1,LRP137a,A,136.375,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
123,N1,LRP137b,B,136.899,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
124,N1,LRP138a,B,137.856,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
125,N1,LRP140a,B,138.953,6.0,3.967592592592593,34.041666666666664,7.356481481481481,7.134259259259259,2.861111111111111,6.305555555555556,2.5787037037037037,5.078703703703704,7.819444444444444,3.134259259259259,0.3194444444444445,1.0925925925925928,0.0,80.27777777777779,1.4120370370370372,81.68981481481482
126,N1,LRP142a,A,141.531,6.0,6.268518518518518,44.481481481481474,11.152777777777779,19.24537037037037,5.810185185185184,9.050925925925926,2.1527777777777777,7.078703703703703,13.370370370370368,3.5046296296296298,1.1111111111111112,2.1435185185185186,0.0,122.11574074074075,3.2546296296296298,125.37037037037037
127,N1,LRP143a,A,142.793,6.0,6.268518518518518,44.481481481481474,11.152777777777779,19.24537037037037,5.810185185185184,9.050925925925926,2.1527777777777777,7.078703703703703,13.370370370370368,3.5046296296296298,1.1111111111111112,2.1435185185185186,0.0,122.11574074074075,3.2546296296296298,125.37037037037037
128,N1,LRP145a,A,144.939,6.0,6.268518518518518,44.481481481481474,11.152777777777779,19.24537037037037,5.810185185185184,9.050925925925926,2.1527777777777777,7.078703703703703,13.370370370370368,3.5046296296296298,1.1111111111111112,2.1435185185185186,0.0,122.11574074074075,3.2546296296296298,125.37037037037037
129,N1,LRP148a,A,147.296,6.0,3.263888888888889,53.38425925925926,14.763888888888888,14.768518518518517,6.013888888888889,10.768518518518519,2.9629629629629632,9.49537037037037,11.657407407407407,3.814814814814815,0.8564814814814814,1.8287037037037035,0.0,130.89351851851853,2.685185185185185,133.5787037037037
130,N1,LRP149a,A,148.151,6.0,3.263888888888889,53.38425925925926,14.763888888888888,14.768518518518517,6.013888888888889,10.768518518518519,2.9629629629629632,9.49537037037037,11.657407407407407,3.814814814814815,0.8564814814814814,1.8287037037037035,0.0,130.89351851851853,2.685185185185185,133.5787037037037
131,N1,LRP149b,A,148.174,6.0,3.263888888888889,53.38425925925926,14.763888888888888,14.768518518518517,6.013888888888889,10.768518518518519,2.9629629629629632,9.49537037037037,11.657407407407407,3.814814814814815,0.8564814814814814,1.8287037037037035,0.0,130.89351851851853,2.685185185185185,133.5787037037037
132,N1,LRP149c,A,148.495,6.0,3.263888888888889,53.38425925925926,14.763888888888888,14.768518518518517,6.013888888888889,10.768518518518519,2.9629629629629632,9.49537037037037,11.657407407407407,3.814814814814815,0.8564814814814814,1.8287037037037035,0.0,130.89351851851853,2.685185185185185,133.5787037037037
133,N1,LRP155a,C,153.843,6.0,3.842592592592593,46.754629629629626,10.101851851851853,14.504629629629628,2.4629629629629632,6.4259259259259265,2.3935185185185186,8.36111111111111,7.810185185185186,1.8240740740740742,1.962962962962963,1.5231481481481481,0.0,104.48148148148148,3.486111111111111,107.9675925925926
134,N1,LRP159a,A,158.031,6.0,3.263888888888889,53.38425925925926,14.763888888888888,14.768518518518517,6.013888888888889,10.768518518518519,2.9629629629629632,9.49537037037037,11.657407407407407,3.814814814814815,0.8564814814814814,1.8287037037037035,0.0,130.89351851851853,2.685185185185185,133.5787037037037
135,N1,LRP161a,B,160.379,6.0,3.263888888888889,53.38425925925926,14.763888888888888,14.768518518518517,6.013888888888889,10.768518518518519,2.9629629629629632,9.49537037037037,11.657407407407407,3.814814814814815,0.8564814814814814,1.8287037037037035,0.0,130.89351851851853,2.685185185185185,133.5787037037037
136,N1,LRP166a,A,165.183,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
137,N1,LRP166c,A,165.825,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
138,N1,LRP167a,A,166.479,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
139,N1,LRP169a,A,167.963,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
140,N1,LRP171a,A,169.933,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
141,N1,LRP171b,A,170.174,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
142,N1,LRP171c,A,170.725,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
143,N1,LRP172a,A,171.554,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
144,N1,LRP172b,A,171.728,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
145,N1,LRP173a,A,172.122,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
146,N1,LRP173b,A,172.23,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
147,N1,LRP174a,A,172.969,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
148,N1,LRP174b,A,173.35,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
149,N1,LRP174c,A,173.585,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
150,N1,LRP175a,A,173.859,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
151,N1,LRP175b,A,174.804,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
152,N1,LRP176a,A,175.013,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
153,N1,LRP176b,C,175.785,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
154,N1,LRP179a,B,177.247,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
155,N1,LRP181a,A,179.363,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
156,N1,LRP182a,B,180.85,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
157,N1,LRP183b,A,181.825,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
158,N1,LRP184a,A,182.318,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
159,N1,LRP185a,A,183.296,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
160,N1,LRP186a,A,184.654,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
161,N1,LRP187a,A,185.058,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
162,N1,LRP187b,B,185.842,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
163,N1,LRP190a,A,188.35,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
164,N1,LRP191a,A,189.058,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
165,N1,LRP191b,A,189.13,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
166,N1,LRP191c,C,189.58,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
167,N1,LRP193a,A,191.107,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
168,N1,LRP194a,A,192.408,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
169,N1,LRP195a,A,192.95,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
170,N1,LRP196a,A,194.149,6.0,3.435185185185185,36.90740740740741,9.38888888888889,12.36574074074074,4.930555555555555,7.023148148148149,2.759259259259259,7.12962962962963,21.069444444444446,3.0694444444444446,0.851851851851852,2.4675925925925926,0.0,108.07870370370371,3.3194444444444446,111.39814814814815
171,N1,LRP197a,A,194.998,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
172,N1,LRP197b,A,195.501,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
173,N1,LRP198a,A,196.038,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
174,N1,LRP199a,A,196.925,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
175,N1,LRP199b,A,197.39,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
176,N1,LRP199c,A,197.846,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
177,N1,LRP201a,A,199.279,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
178,N1,LRP201b,A,199.502,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
179,N1,LRP202a,A,200.277,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
180,N1,LRP202b,B,200.575,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
181,N1,LRP203a,A,200.918,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
182,N1,LRP203b,A,201.52,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
183,N1,LRP204a,A,201.999,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
184,N1,LRP205a,A,202.435,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
185,N1,LRP206a,A,203.457,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
186,N1,LRP206b,B,203.651,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
187,N1,LRP206c,B,204.342,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
188,N1,LRP207a,A,204.765,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
189,N1,LRP208a,C,205.615,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
190,N1,LRP208d,A,206.3,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
191,N1,LRP209a,A,206.866,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
192,N1,LRP210a,A,207.64,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
193,N1,LRP210b,A,207.913,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
194,N1,LRP210d,A,208.1,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
195,N1,LRP211a,A,209.024,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
196,N1,LRP212a,B,209.514,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
197,N1,LRP213a,A,210.476,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
198,N1,LRP213b,A,210.776,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
199,N1,LRP214a,A,211.433,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
200,N1,LRP215a,A,212.483,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
201,N1,LRP215b,B,213.386,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
202,N1,LRP217a,A,214.807,6.0,10.199074074074074,48.375,11.370370370370368,14.569444444444445,5.625,7.981481481481481,2.2083333333333335,7.435185185185186,25.921296296296294,4.0092592592592595,0.9351851851851851,2.9537037037037037,0.0,137.69444444444443,3.888888888888889,141.58333333333334
